pk,movie_id,director_id
415,809,12079
416,809,12080
417,1097653,2196542
418,1047431,115666
419,4232,5140
420,550988,17825
421,107406,105343
422,502242,2473962
423,534171,2956948
424,425,5713
425,624860,9340
426,801335,126932
427,626872,1059129
428,10867,65314
429,400928,87742
430,20982,89972
431,22803,37932
432,1010818,1166002
433,22,1704
434,518896,143912
435,818397,10702
436,460458,100734
437,50014,55789
438,810693,2264366
439,480530,1551545
440,66105,81853
441,982620,2050340
442,948276,1188208
443,1003813,58689
444,880841,1885450
445,829280,173847
446,725201,19271
447,725201,19272
448,901563,1274468
449,705996,10099
450,744275,1448492
451,550,7467
452,83088,1067609
453,791155,142272
454,791155,142276
455,497698,93286
456,11,1
457,788752,998507
458,911583,134709
459,278924,52961
460,83090,1060543
461,156022,20907
462,312221,1056121
463,427641,132876
464,613504,11873
465,383498,40684
466,155,525
467,296096,1096867
468,987750,1580840
469,979924,1564258
470,945675,1406214
471,45453,65994
472,39323,1060540
473,39254,17825
474,34433,81853
475,1113013,1730987
476,74887,1141803
477,557,7623
478,129,608
479,39108,1060540
480,10138,15277
481,10198,15810
482,10198,15811
483,919355,1162038
484,9502,57741
485,9502,57742
486,333339,488
487,840789,1731588
488,509080,110644
489,10195,11181
490,420818,15277
491,11224,11429
492,11224,11434
493,11224,64864
494,957752,82304
495,934641,230355
496,899294,54789
497,855440,3177424
498,773867,1294594
499,988078,1111138
500,122917,108
501,10674,66190
502,10674,66191
503,767401,74623
504,284053,55934
505,425909,52443
506,585245,68573
507,348893,100234
508,755812,1565301
509,8966,19850
510,254128,132876
511,1579,2461
512,818647,1111138
513,829799,26713
514,919570,20657
515,1119744,225421
516,260514,1443386
517,27205,525
518,7445,53334
519,957174,3488419
520,207703,957
521,9769,7270
522,648579,1211000
523,373571,11012
524,1010821,1166002
525,497,4027
526,87101,47005
527,429617,1293994
528,9288,21394
529,166428,69797
530,479197,2774322
531,118,510
532,800301,37630
533,138843,2127
534,497828,56370
535,800345,548646
536,271110,19271
537,271110,19272
538,285,1704
539,523931,210725
540,61979,82724
541,527774,227439
542,527774,1932178
543,106909,33924
544,72190,12995
545,899579,1061517
546,12,7
547,1024530,1062420
548,629542,1261455
549,109445,15774
550,109445,1120694
551,98008,58021
552,900667,90502
553,109418,17494
554,829503,6361
555,1607,380
556,512195,57633
557,343668,957
558,37024,1148284
559,451048,59521
560,1049233,1610284
561,98566,66739
562,37021,1153074
563,536437,2294
564,800787,5367
565,339846,71600
566,1025169,2399479
567,490132,7396
568,592695,1202063
569,410119,930602
570,126963,1083453
571,961484,80978
572,879538,1102370
573,287947,1302082
574,407439,1173102
575,994751,1575432
576,150689,11181
577,390845,1681678
578,946740,89575
579,863,7879
580,101299,10943
581,4935,608
582,14160,12890
583,746524,37948
584,464052,6884
585,675445,1098477
586,379686,72024
587,1726,15277
588,330457,15774
589,330457,1120694
590,593643,57199
591,860623,3076703
592,1019345,1377009
593,271954,1250945
594,185664,1119117
595,297802,2127
596,829165,61985
597,616820,64141
598,454626,93364
599,83091,81853
600,429473,402272
601,452251,1769763
602,928773,1494681
603,38365,17494
604,689948,2590520
605,928123,26760
606,637920,230767
607,830788,1709460
608,9820,17698
609,338947,141962
610,58,1704
611,11849,61921
612,615457,1169024
613,717930,76422
614,560057,70238
615,345887,20907
616,581528,1910480
617,47971,40256
618,532639,24
619,559682,2617343
620,39106,1284691
621,762504,291263
622,522402,114404
623,10192,64151
624,68726,10828
625,917300,21825
626,269149,76595
627,269149,165787
628,668461,10943
629,120,108
630,39107,81853
631,50253,81853
632,197640,39639
633,726684,1565301
634,960700,70103
635,640,488
636,284052,55499
637,615,2461
638,214756,52139
639,892535,1291550
640,18785,57130
641,892048,2978732
642,680,138
643,880956,1019920
644,75780,9033
645,508442,12890
646,335795,1213162
647,475557,57130
648,985103,1749790
649,985103,1749791
650,1015724,2269906
651,274855,8676
652,381284,1141683
653,341174,15890
654,603,9339
655,603,9340
656,38234,78108
657,474350,1113116
658,696806,17825
659,4247,35689
660,531219,24
661,270946,18863
662,270946,44114
663,588108,1049134
664,844417,17016
665,102899,59026
666,807356,1451203
667,897192,2001473
668,41446,5140
669,511617,1484667
670,221912,548474
671,1122493,1123986
672,610253,64141
673,759175,1264876
674,408,5446
675,499338,1962443
676,499338,1962444
677,884605,84416
678,44251,81853
679,554596,79002
680,755566,131532
681,823625,206574
682,916719,74629
683,791333,57865
684,1047041,1144885
685,140300,142312
686,140300,1262481
687,768744,1307036
688,872177,131416
689,49013,7879
690,857,488
691,466353,134811
692,758336,52413
693,856245,1657527
694,1038130,1527536
695,564,7775
696,958196,1517111
697,938008,2204473
698,559,7623
699,329505,226550
700,639721,12080
701,639721,142587
702,52629,76864
703,1068141,173491
704,249070,1413740
705,62177,59803
706,62177,126638
707,3933,510
708,3933,34891
709,601796,119337
710,496243,21684
711,10020,62047
712,10020,62048
713,54989,570953
714,299537,53068
715,299537,53069
716,1015963,1978880
717,49444,142312
718,27582,12786
719,280,2710
720,166426,20307
721,166426,20308
722,209112,15217
723,105864,21198
724,9552,15175
725,75338,270960
726,244786,136495
727,933419,7395
728,652,5231
729,8355,5714
730,535167,1100748
731,363088,59026
732,447362,586154
733,335984,137427
734,589754,115122
735,57214,1299380
736,846993,1324582
737,765,7623
738,800815,65167
739,68721,1108
740,810,12098
741,1023156,1724318
742,13,24
743,181808,67367
744,317442,2320943
745,11041,58448
746,682507,1668008
747,37135,15775
748,37135,15774
749,482600,1758809
750,76338,47005
751,1027159,237072
752,1027159,1503508
753,811656,49281
754,458576,4014
755,185605,1038477
756,49524,57270
757,818648,2229398
758,1012801,930478
759,628900,119293
760,953,18863
761,953,18864
762,587807,20400
763,78,578
764,5336,5970
765,111,1150
766,763285,865
767,49026,525
768,345938,105239
769,9732,58829
770,42246,144393
771,889699,1574550
772,24021,27571
773,896485,52342
774,886396,1637776
775,887379,2581101
776,141052,15217
777,105,24
778,4233,5140
779,921360,231705
780,10681,7
781,130150,52443
782,1007401,105642
783,32657,10965
784,934287,88497
785,581726,20907
786,976573,21198
787,400160,49903
788,370663,545330
789,122,108
790,121,108
791,396535,939147
792,62211,225976
793,135397,930707
794,701561,1776885
795,605886,591600
796,335983,91268
797,420634,933176
798,12153,35689
799,929562,224897
800,852881,2710791
801,982271,971660
802,76341,20629
803,190859,190
804,346698,45400
805,703771,1612783
806,124905,129894
807,140607,15344
808,710692,1307229
809,4258,72024
810,528547,2615411
811,722149,1222374
812,259693,2127
813,347201,1483924
814,297270,97180
815,928015,1097187
816,49521,15217
817,82690,165787
818,12665,56349
819,878183,938833
820,251783,42113
821,1001865,1681145
822,22894,116357
823,985932,56213
824,611812,2473962
825,39145,122186
826,508081,1962267
827,489,5216
828,1023803,5911
829,1023803,1655932
830,260513,7087
831,672322,1084905
832,106,1090
833,82702,69797
834,420821,62854
835,335797,52842
836,968857,3323719
837,321612,15557
838,218,2710
839,337401,15287
840,399579,2294
841,801965,1663682
842,359289,1573160
843,512200,51851
844,1010581,3657383
845,715931,20907
846,1008779,1551199
847,783675,1898633
848,1724,18865
849,385448,123551
850,385448,1585438
851,256591,56411
852,256591,56412
853,602223,1192942
854,14161,6046
855,614479,17178
856,568620,57270
857,16869,138
858,630586,1039364
859,10193,8
860,366672,18898
861,366672,173394
862,366672,1535020
863,375794,79002
864,1046043,3290679
865,225886,51851
866,560821,1758809
867,11324,1032
868,14574,55299
869,5876,4027
870,49573,142496
871,351286,51894
872,913290,84833
873,181812,15344
874,353070,5367
875,50620,15557
876,93456,124747
877,93456,124748
878,1015602,197
879,768362,2093036
880,768362,2093041
881,13811,21085
882,653858,1356904
883,843269,80931
884,297762,6884
885,812,15810
886,812,15811
887,955644,116736
888,955644,3483989
889,353081,9033
890,348,578
891,1103856,227162
892,846219,1322394
893,381288,11614
894,75624,116065
895,482373,1046225
896,290859,55252
897,611861,1702039
898,11036,11151
899,20352,124747
900,20352,124748
901,49519,66193
902,49519,71267
903,59053,228760
904,11052,67941
905,131634,10943
906,119450,32278
907,731159,1755041
908,301528,84496
909,921452,64210
910,53166,38595
911,429,4385
912,1010820,1166002
913,82023,45689
914,846778,30058
915,9806,7087
916,615469,86270
917,1366,16513
918,747803,2119504
919,38,201
920,203474,30956
921,554447,1702039
922,1105283,3981489
923,9023,12079
924,9023,56660
925,884363,230217
926,607,5174
927,46195,5714
928,736732,25645
929,567189,932533
930,899082,999760
931,899082,1398126
932,899082,2122937
933,899082,2192897
934,798544,2388945
935,35,197
936,9479,57646
937,632727,1981891
938,632357,80675
939,102651,1032536
940,750209,2507991
941,9399,16590
942,818422,128612
943,630639,1038477
944,39105,1284691
945,950,5714
946,447332,17697
947,9487,7879
948,263115,366
949,18095,1032506
950,972313,42309
951,11970,15810
952,11970,15811
953,803114,1264876
954,1094319,59502
955,10625,54050
956,619803,2376041
957,514999,1254001
958,1114484,169288
959,703451,10567
960,49051,108
961,643274,2598939
962,213646,2618568
963,877183,197
964,883083,1844423
965,892153,94177
966,12155,510
967,240832,59
968,49018,2127
969,521029,1338249
970,630004,54525
971,284054,1056121
972,667276,104987
973,561,10943
974,10693,11429
975,10693,11434
976,10693,64864
977,881164,962936
978,936061,88077
979,50546,17494
980,888257,1653067
981,888257,3283464
982,572802,2127
983,38575,21981
984,242582,57113
985,440362,1356904
986,126889,578
987,619264,2374023
988,589761,562730
989,562,1090
990,846956,1490103
991,846956,3000415
992,70981,578
993,257344,10965
994,12230,11429
995,12230,57314
996,12230,64864
997,798286,1145520
998,259316,11343
999,628878,20193
1000,1010819,1166002
1001,97020,52576
1002,38700,1399841
1003,38700,1399842
1004,8363,54733
1005,9880,1201
1006,263472,16847
1007,350,5065
1008,87825,4746
1009,796499,16808
1010,36075,138865
1011,57800,71729
1012,57800,229962
1013,98,578
1014,9325,57314
1015,56292,7087
1016,397243,135113
1017,417859,12098
1018,619168,2373640
1019,39103,122186
1020,848526,227722
1021,10191,66193
1022,10191,69797
1023,9637,1215
1024,191561,1359189
1025,454983,1066705
1026,45243,57130
1027,1010823,1166002
1028,404368,165787
1029,404368,567562
1030,50619,15557
1031,240,1776
1032,949423,101542
1033,118406,1067794
1034,12429,608
1035,22705,58021
1036,439079,1401474
1037,10009,61952
1038,10009,61949
1039,778552,1758166
1040,77338,84425
1041,77338,84426
1042,49530,8685
1043,260346,75035
1044,147441,578
1045,1771,4945
1046,10634,37932
1047,667739,143059
1048,1006851,2450843
1049,1006851,3092227
1050,852096,54248
1051,8960,36602
1052,72105,52139
1053,1359,16378
1054,11836,57741
1055,11836,70651
1056,418580,1904888
1057,10474,65390
1058,346364,1113116
1059,305470,1099862
1060,614934,6201
1061,951368,1265524
1062,505026,11181
1063,792723,2735704
1064,481871,1907517
1065,634528,4746
1066,1092803,3941655
1067,137113,11694
1068,630,9049
1069,1113566,2753595
1070,177677,9033
1071,171203,270960
1072,75656,18865
1073,8275,54597
1074,660982,37021
1075,333167,111411
1076,18239,3288
1077,700979,2473962
1078,366644,1531446
1079,425652,1702039
1080,3134,30716
1081,3134,1137890
1082,577922,525
1083,864370,1309565
1084,507089,2103746
1085,522444,81328
1086,293167,236539
1087,7485,20907
1088,10567,65855
1089,10567,65856
1090,48650,16435
1091,642121,2167256
1092,23823,126882
1093,848791,1212871
1094,14128,51959
1095,670327,2855270
1096,24752,1060540
1097,568091,37948
1098,449302,1784981
1099,917007,2198345
1100,893712,1498113
1101,158852,7087
1102,40348,985182
1103,571055,120245
1104,4234,5140
1105,944864,1282094
1106,516806,998343
1107,114,1201
1108,965150,1904110
1109,707610,2513312
1110,232672,57370
1111,1106373,58398
1112,637693,1400404
1113,13186,84335
1114,11544,66193
1115,11544,69797
1116,795514,55615
1117,10024,11151
1118,37165,2690
1119,920,7879
1120,82881,76595
1121,82881,121830
1122,72545,132876
1123,268896,1213074
1124,343611,9181
1125,278927,15277
1126,339984,437833
1127,7555,16483
1128,705861,550121
1129,255709,126809
1130,179058,145750
1131,18823,18865
1132,893694,1215113
1133,912908,1152054
1134,987787,1040414
1135,77321,443999
1136,8392,608
1137,197158,931100
1138,197158,1016247
1139,197158,1177162
1140,50270,58021
1141,73723,124748
1142,460846,190103
1143,246655,9032
1144,386716,1969948
1145,704032,2473962
1146,4705,39018
1147,13475,15344
1148,210577,7467
1149,9532,57134
1150,57158,108
1151,27066,58021
1152,1250,16837
1153,833425,1661695
1154,904039,1496456
1155,1734,7775
1156,760099,1028297
1157,424,488
1158,138103,143059
1159,667520,106577
1160,667520,1607110
1161,417261,1089653
1162,298094,930602
1163,64530,122823
1164,791348,1637776
1165,332562,51329
1166,75432,575090
1167,75258,80672
1168,75258,210053
1169,954,1150
1170,534179,1769763
1171,985335,113876
1172,283366,510
1173,450636,1599700
1174,223702,12080
1175,223702,142587
1176,378064,1072778
1177,12092,11429
1178,12092,11434
1179,12092,64864
1180,662708,1947876
1181,892527,56735
1182,247136,1079324
1183,4348,36588
1184,949,638
1185,241259,26205
1186,37265,58021
1187,189,2294
1188,189,2293
1189,273481,137427
1190,39104,122186
1191,205584,21085
1192,249397,42
1193,1063422,1132181
1194,1114590,1850023
1195,9615,58189
1196,71552,68843
1197,71552,68844
1198,522938,589402
1199,440249,1046759
1200,482321,208113
1201,482321,1454692
1202,769,1032
1203,602734,2675
1204,759507,1168992
1205,55341,56349
1206,390051,119406
1207,76757,9339
1208,76757,9340
1209,25565,1252425
1210,25565,3621869
1211,25565,3621870
1212,804095,488
1213,508138,1987166
1214,220590,1421429
1215,762975,1223175
1216,860320,80762
1217,661791,54526
1218,848123,2410737
1219,997120,1400889
1220,571891,21693
1221,9902,60243
1222,272,525
1223,766,7623
1224,6844,8636
1225,44912,10702
1226,844404,1181565
1227,28468,58021
1228,447404,65630
1229,10358,19303
1230,176,2127
1231,530385,1145520
1232,2665,27746
1233,103,1032
1234,18240,29214
1235,9530,5174
1236,800510,1884
1237,10895,11426
1238,10895,11427
1239,10895,11429
1240,10895,11432
1241,10895,11434
1242,10895,74565
1243,10895,226599
1244,724106,2710791
1245,441168,566987
1246,495764,1936668
1247,838484,1203968
1248,926924,1044792
1249,945657,21825
1250,530254,557736
1251,894205,15347
1252,11932,17268
1253,1103825,1988209
1254,286217,578
1255,694,240
1256,43347,9181
1257,6479,10943
1258,68718,138
1259,4248,35689
1260,734367,2710791
1261,884971,1014557
1262,36647,10808
1263,631843,11614
1264,1094266,1300969
1265,809787,19850
1266,869112,54697
1267,18,59
1268,127585,9032
1269,1034337,1678442
1270,1098239,3957629
1271,9387,8328
1272,41154,5174
1273,442249,1709468
1274,8920,18357
1275,3170,5446
1276,430384,1904888
1277,679,2710
1278,293863,109745
1279,420809,20307
1280,184315,11091
1281,534,36425
1282,335977,366
1283,764835,13015
1284,619730,59315
1285,576925,1628967
1286,576925,2669990
1287,452073,1511274
1288,264859,101698
1289,80321,12080
1290,80321,18863
1291,80321,18864
1292,108450,21227
1293,928270,5917
1294,420817,956
1295,821890,131518
1296,505262,1307036
1297,268,510
1298,817758,5010
1299,820511,2114488
1300,76589,74863
1301,27578,16483
1302,2322,23968
1303,297,769
1304,813258,70652
1305,813258,2093022
1306,125509,126882
1307,419430,291263
1308,511817,57646
1309,890771,589402
1310,595172,2053265
1311,1924,7187
1312,8681,35453
1313,8273,54584
1314,298250,56501
1315,298250,56502
1316,230887,83678
1317,230887,1109253
1318,8922,56349
1319,1374,16483
1320,11351,56349
1321,11430,69416
1322,34851,41671
1323,1369,16566
1324,10585,64796
1325,50544,82511
1326,550205,1453550
1327,772446,1118710
1328,39101,122186
1329,43947,88039
1330,395992,125738
1331,342677,225581
1332,894246,25735
1333,262500,57270
1334,497727,1531822
1335,497727,1614855
1336,281957,223
1337,280002,57048
1338,22832,11266
1339,568160,74091
1340,329865,137427
1341,646380,55710
1342,785398,43553
1343,72013,1062401
1344,2105,3289
1345,85,488
1346,4257,12987
1347,9836,20629
1348,23168,880
1349,1118443,62161
1350,26123,21475
1351,15092,20192
1352,15092,20193
1353,2048,21085
1354,109689,82724
1355,919873,3382256
1356,84308,59879
1357,1109543,84551
1358,87428,74619
1359,850028,19774
1360,412117,124748
1361,184345,1110102
1362,539885,55789
1363,311324,607
1364,843380,1723
1365,71672,126882
1366,546554,67367
1367,17581,89972
1368,9753,59023
1369,723072,1129908
1370,10527,18863
1371,10527,18864
1372,503736,15217
1373,778810,142982
1374,778810,1777884
1375,429892,1702039
1376,1063239,2207908
1377,1063239,2207911
1378,1063239,3024966
1379,27098,96934
1380,881462,131655
1381,931935,2005236
1382,238636,53120
1383,807,7467
1384,944152,72151
1385,969160,2814493
1386,359724,366
1387,937013,1355447
1388,1039627,51959
1389,799876,221850
1390,55779,93214
1391,449443,54868
1392,51859,144766
1393,2454,5524
1394,400535,932533
1395,834734,2606947
1396,101,59
1397,38055,18864
1398,522627,956
1399,15165,80948
1400,838197,2159128
1401,838197,2159129
1402,477462,1168608
1403,45612,81850
1404,207768,88039
1405,10882,64864
1406,446893,118489
1407,446893,1077844
1408,2907,5174
1409,887357,2927725
1410,1091,11770
1411,277217,65310
1412,854661,2853706
1413,281338,32278
1414,638507,52870
1415,578,488
1416,405817,1733315
1417,16859,608
1418,392044,11181
1419,228161,52870
1420,926899,24618
1421,926899,1087746
1422,926899,1437799
1423,926899,1579618
1424,242,1776
1425,8277,26971
1426,50723,116065
1427,73456,176153
1428,791177,78160
1429,717980,1624330
1430,454286,1972912
1431,364689,5714
1432,956,15344
1433,181533,17825
1434,4256,12987
1435,948050,1713252
1436,665,10001
1437,34544,40223
1438,556694,20629
1439,424783,1033661
1440,500104,1703223
1441,10501,65629
1442,10501,2036264
1443,57084,225507
1444,398818,78160
1445,698508,40256
1446,39100,122186
1447,205596,77965
1448,59440,77003
1449,878375,129952
1450,228205,66121
1451,424694,9032
1452,883502,139558
1453,9543,10723
1454,10830,518
1455,781099,72611
1456,522098,2035232
1457,1620,18184
1458,658009,2578785
1459,10555,12058
1460,10555,65629
1461,10555,65630
1462,10112,57314
1463,82675,75035
1464,72331,23430
1465,62835,75035
1466,617882,587672
1467,76755,86246
1468,339964,59
1469,871,13265
1470,109439,57130
1471,1005031,1437457
1472,1005031,2599546
1473,307081,20907
1474,941520,1570166
1475,10340,11429
1476,10340,11434
1477,10340,64864
1478,51876,17329
1479,893370,542246
1480,49529,7
1481,10483,4014
1482,1029446,227162
1483,10030,1098
1484,136799,64151
1485,338803,150150
1486,53182,78914
1487,39324,1284691
1488,265208,12786
1489,339403,11090
1490,486589,1922138
1491,89,488
1492,67398,114700
1493,76163,12786
1494,9702,18596
1495,278154,229962
1496,450465,11614
1497,592350,1307036
1498,175112,80672
1499,10607,45649
1500,39102,1060540
1501,346910,1108
1502,19913,87742
1503,10601,3045
1504,1047925,1046436
1505,25769,94220
1506,25769,94222
1507,347608,122816
1508,81188,151007
1509,870518,1288707
1510,23483,957
1511,527641,88675
1512,302945,992658
1513,27449,97774
1514,10494,40333
1515,2770,7409
1516,198184,82194
1517,14324,33317
1518,60304,76927
1519,2758,5174
1520,1807,5216
1521,527776,78040
1522,6477,49903
1523,353486,51851
1524,274109,82724
1525,315837,228134
1526,1895,1
1527,402900,23964
1528,844396,37691
1529,721173,2665333
1530,206487,56501
1531,206487,56502
1532,26338,6295
1533,44833,36602
1534,294254,1179066
1535,518244,3150448
1536,406563,1306608
1537,43593,59291
1538,100042,7395
1539,100042,7396
1540,630240,1392433
1541,672582,81044
1542,672582,81045
1543,30575,1162039
1544,76492,185438
1545,9078,57314
1546,674324,54472
1547,602063,1084905
1548,88852,570208
1549,604,9339
1550,604,9340
1551,10515,608
1552,901908,1035833
1553,833593,937713
1554,1096905,1383926
1555,811592,1088096
1556,772,10965
1557,926393,20907
1558,354556,232858
1559,55580,58021
1560,14869,7775
1561,506680,937340
1562,670,10099
1563,617653,578
1564,1106720,1911937
1565,36728,116065
1566,4011,510
1567,2109,11091
1568,588921,57810
1569,19912,4755
1570,64688,107446
1571,64688,155267
1572,13053,70238
1573,13053,76595
1574,533514,1484773
1575,1067551,3966942
1576,1368,16544
1577,299687,111588
1578,406990,76927
1579,18406,122913
1580,637,4818
1581,105812,1037789
1582,320288,11092
1583,646749,930602
1584,522016,11092
1585,561458,558937
1586,983883,1576757
1587,504253,1938744
1588,778855,76100
1589,778855,2905749
1590,149,185
1591,15512,12080
1592,15512,65630
1593,447200,57633
1594,50124,58021
1595,254,108
1596,7443,7314
1597,7443,53304
1598,139038,1110102
1599,9358,4755
1600,37724,39
1601,146368,123642
1602,1572,1090
1603,99436,553592
1604,44896,1704
1605,16119,73161
1606,117263,20907
1607,62,240
1608,870096,2090095
1609,773975,1214641
1610,64682,6201
1611,11360,5691
1612,11360,11426
1613,11360,11427
1614,11360,11434
1615,11360,74565
1616,11360,226599
1617,622420,1976339
1618,423204,76422
1619,95,865
