pk,movie_id,director_id
2673,14337,76624
2674,451417,1599700
2675,64635,3950
2676,8835,36797
2677,499753,1599700
2678,3093,30365
2679,725273,1652349
2680,517412,54469
2681,1364,16435
2682,27581,55710
2683,763164,2613318
2684,17578,488
2685,4148,39
2686,393,138
2687,123025,105643
2688,11619,33183
2689,11619,58897
2690,559969,66633
2691,14,39
2692,479455,37932
2693,8982,57214
2694,72710,8685
2695,11943,2226
2696,777245,98
2697,144288,1056311
2698,864873,1098562
2699,864873,1919529
2700,9470,57607
2701,10998,7270
2702,333371,568322
2703,524251,1667260
2704,9378,57521
2705,2501,11694
2706,604605,1362698
2707,990140,1341
2708,990140,1415282
2709,1032274,224644
2710,607259,3289
2711,654910,1279381
2712,33542,44916
2713,24402,38007
2714,2899,4275
2715,816952,146864
2716,16418,92125
2717,227719,1099862
2718,578701,1215399
2719,300668,2036
2720,77950,94075
2721,242224,164554
2722,44214,6431
2723,658,9915
2724,153518,52701
2725,153518,1281387
2726,205775,6159
2727,7340,1150
2728,51739,144476
2729,519465,1290996
2730,1246,16483
2731,372519,1548846
2732,9679,58498
2733,644495,578
2734,193756,36602
2735,1017066,1192152
2736,10137,18898
2737,872954,148678
2738,116711,5713
2739,9889,7395
2740,9889,7396
2741,965731,1405916
2742,8393,55668
2743,207932,6159
2744,176241,25882
2745,176241,40230
2746,38142,74091
2747,428045,238220
2748,496450,1762584
2749,575713,1702048
2750,1077693,1899637
2751,581,1269
2752,1122962,234345
2753,1122962,1348091
2754,12222,8029
2755,12222,71729
2756,419114,1846844
2757,621870,62773
2758,47964,12028
2759,80278,51894
2760,23629,15217
2761,11283,64045
2762,31642,1152
2763,196867,82511
2764,244908,128924
2765,10991,65429
2766,517093,1315004
2767,372049,1979671
2768,504903,2473962
2769,802119,1878065
2770,825808,1052055
2771,253412,67813
2772,37707,5877
2773,16910,80751
2774,129533,176153
2775,28209,100117
2776,290764,568279
2777,10536,39779
2778,854239,1150804
2779,399796,170820
2780,581389,1086497
2781,239523,1274445
2782,941,7187
2783,136418,23227
2784,20453,85675
2785,143655,1010158
2786,473033,129561
2787,473033,227564
2788,4476,9181
2789,34480,1114
2790,642,9577
2791,961427,3503018
2792,760868,140283
2793,29533,30956
2794,39148,81853
2795,573699,1665497
2796,573699,2217620
2797,744148,1867155
2798,998625,2276189
2799,301337,13235
2800,59108,11091
2801,1106054,3985970
2802,1066298,607
2803,11690,70250
2804,762968,1721377
2805,401981,10943
2806,579741,1685889
2807,23827,90591
2808,939979,91605
2809,55892,83762
2810,14174,173004
2811,2395,20674
2812,2395,24886
2813,1121383,4042048
2814,34584,5231
2815,185086,1119117
2816,2024,6046
2817,881487,1838753
2818,23566,80948
2819,739413,1823051
2820,664767,204553
2821,793937,42457
2822,7278,35694
2823,7278,35734
2824,845222,1135240
2825,8456,55075
2826,858408,18356
2827,782,8685
2828,499932,56369
2829,44918,85809
2830,645710,856440
2831,14411,52870
2832,14411,1205756
2833,73861,574660
2834,1045636,1673687
2835,1045636,2815808
2836,662237,577473
2837,179826,7775
2838,688304,1908548
2839,72784,82418
2840,198375,74091
2841,1098267,558937
2842,728366,2725552
2843,5825,34682
2844,1122965,2334222
2845,9070,42111
2846,1116546,4023204
2847,180299,142013
2848,9407,18250
2849,8810,20629
2850,80601,49892
2851,17899,148084
2852,17899,260050
2853,9654,37932
2854,10823,66987
2855,158015,53120
2856,204082,5501
2857,243688,57193
2858,50646,56411
2859,50646,56412
2860,250388,23799
2861,565,1704
2862,316029,1276373
2863,442062,991868
2864,973608,3542282
2865,71670,11641
2866,10865,62047
2867,10865,62048
2868,1116565,2733905
2869,1677,18596
2870,823609,66942
2871,1116547,4023206
2872,649409,1884
2873,70006,64856
2874,142,1614
2875,28510,62941
2876,842033,2423925
2877,77931,1215
2878,431693,587699
2879,431693,1745178
2880,12690,228
2881,332210,8010
2882,332210,52934
2883,100241,1707
2884,59859,55075
2885,679057,2513312
2886,141715,1115284
2887,12279,2294
2888,10999,67753
2889,8999,29605
2890,890322,133691
2891,619,8843
2892,552178,16863
2893,197796,8296
2894,185665,1010049
2895,955740,238001
2896,345,240
2897,15070,1723
2898,28460,1162039
2899,391262,1114296
2900,553604,206574
2901,1086977,1394615
2902,163,1884
2903,1014566,2172885
2904,12599,65429
2905,8909,23430
2906,257346,1297123
2907,9353,53925
2908,10054,2294
2909,338952,11343
2910,715287,2513312
2911,834742,1164588
2912,88,716
2913,770724,20587
2914,501170,551463
2915,14442,62514
2916,524369,47005
2917,746333,1186076
2918,653349,67539
2919,602269,54040
2920,214051,21227
2921,1040272,1894878
2922,623491,36425
2923,1071647,1481563
2924,144069,131327
2925,21385,300347
2926,13461,78160
2927,43641,89596
2928,546121,1932296
2929,340102,1053420
2930,9739,58838
2931,7980,108
2932,391713,45400
2933,63455,548127
2934,233651,82953
2935,388,5281
2936,412656,11694
2937,1122956,1116083
2938,1122956,2777438
2939,614696,2359485
2940,264967,46644
2941,194,2419
2942,938567,1832379
2943,395834,1215399
2944,698343,1962267
2945,11238,56852
2946,641501,1025684
2947,9426,224
2948,793723,84439
2949,37645,35896
2950,522681,1306608
2951,42194,56998
2952,681019,1673501
2953,660942,444892
2954,34813,31119
2955,11013,67795
2956,9342,10702
2957,1498,18308
2958,201088,638
2959,614409,63099
2960,12763,60024
2961,481031,104659
2962,10996,18898
2963,36593,13426
2964,591275,1290265
2965,20334,2428
2966,266856,76998
2967,542417,1119247
2968,282813,59290
2969,322,190
2970,37735,82511
2971,9594,16590
2972,698009,1962267
2973,14410,66121
2974,324668,25598
2975,760883,4918
2976,887767,64278
2977,353069,1201
2978,9602,4610
2979,567,2636
2980,65,323
2981,857702,2741073
2982,2164,6046
2983,23437,20031
2984,438650,95972
2985,632856,74619
2986,565770,1500758
2987,298312,11614
2988,379149,10702
2989,62214,510
2990,888838,2480327
2991,888838,2481055
2992,395991,86270
2993,820525,1448492
2994,109410,4723
2995,185698,1069261
2996,1729,18898
2997,590223,1851294
2998,839436,1698684
2999,938,4385
3000,16523,5953
3001,10489,21819
3002,814,4610
3003,10214,64191
3004,13640,74863
3005,13640,34934
3006,13640,124279
3007,1120666,3581208
3008,913991,6521
3009,4442,280
3010,11954,10051
3011,120467,5655
3012,879,488
3013,848278,117168
3014,9480,16837
3015,1116562,1956244
3016,28355,54559
3017,247849,1283254
3018,73475,30956
3019,41439,2150
3020,13078,51535
3021,1075536,1989658
3022,1117976,1188478
3023,1117976,1188479
3024,460019,55075
3025,459910,1031463
3026,399360,11447
3027,479718,1902848
3028,803688,1666076
3029,481848,66193
3030,2405,23946
3031,999722,149119
3032,242512,84962
3033,335,4385
3034,656956,1907873
3035,137,1524
3036,393345,65677
3037,329996,510
3038,82507,55499
3039,9619,21370
3040,730840,8042
3041,730840,1191828
3042,730840,1891091
3043,419680,74619
3044,11321,20646
3045,1669,1090
3046,877957,570239
3047,1115650,2928266
3048,1116564,1967827
3049,15906,440763
3050,11153,1524
3051,259694,63820
3052,14248,89112
3053,452773,1074721
3054,452773,2044876
3055,5559,44113
3056,5559,44114
3057,12159,9198
3058,489999,1932296
3059,960287,53428
3060,400136,133202
3061,109520,1046759
3062,927,4600
3063,23446,84839
3064,7551,893
3065,9339,57370
3066,46498,38914
3067,1116566,3175762
3068,715756,572028
3069,53932,37577
3070,662546,9158
3071,382190,65429
3072,494407,1947876
3073,450001,18899
3074,11906,4955
3075,831223,207749
3076,73134,188517
3077,476292,1257117
3078,22843,77921
3079,922955,1224370
3080,823951,1002647
3081,522417,27005
3082,108083,1139775
3083,853315,2473962
3084,926676,1932822
3085,682,9915
3086,597891,1454884
3087,951491,2150
3088,1948,20192
3089,1948,20193
3090,184314,4387
3091,1788,18378
3092,294272,592493
3093,500664,2128
3094,1121086,4040918
3095,1122989,4047839
3096,1122989,4059861
3097,107846,29605
3098,7342,2380
3099,339527,1032011
3100,277,3950
3101,299054,293911
3102,252838,59027
3103,10876,648
3104,31347,137703
3105,70,190
3106,39144,122186
3107,754045,938808
3108,754045,2398929
3109,995133,3735212
3110,995133,3735213
3111,860159,3193734
3112,91342,80948
3113,11806,13581
3114,1118013,3664682
3115,11134,44916
3116,3049,4499
3117,49017,1167470
3118,530442,1536496
3119,633802,1311031
3120,59967,67367
3121,350312,147021
3122,8078,2419
3123,1933,19840
3124,276126,1330022
3125,12405,2034
3126,12405,6508
3127,522241,1539858
3128,415,5572
3129,455839,1827206
3130,455839,1827208
3131,49520,42994
3132,520023,39847
3133,259072,1040955
3134,437557,208664
3135,706972,1715631
3136,756681,57865
3137,460648,1812601
3138,9383,10491
3139,1584,564
3140,396461,558929
3141,736069,2927725
3142,9904,60207
3143,967874,50517
3144,1121074,4040892
3145,8698,10808
3146,51497,58189
3147,181283,125738
3148,1885,16513
3149,1121059,2071344
3150,1116569,1651067
3151,800939,17510
3152,567748,20907
3153,1120915,4040509
3154,1120915,4040511
3155,782054,1327767
3156,22164,58037
3157,3131,1032
3158,242828,144476
3159,739986,1200534
3160,440471,30058
3161,698818,1755041
3162,531428,68813
3163,1858,865
3164,9473,34517
3165,428288,16137
3166,482040,1702023
3167,765904,1449572
3168,254473,928490
3169,11216,65314
3170,923,14999
3171,183392,936584
3172,834,3950
3173,36648,3893
3174,675327,1123897
3175,7451,18878
3176,979163,234551
3177,63107,9603
3178,444090,225814
3179,30497,10051
3180,59940,22140
3181,33217,109857
3182,8467,7396
3183,385103,23683
3184,4550,10099
3185,928381,567996
3186,35019,113600
3187,13971,3310
3188,804413,16848
3189,528549,2473962
3190,320956,1417989
3191,200727,63820
3192,137116,12079
3193,597890,17329
3194,435,6046
3195,700348,229485
3196,5503,12989
3197,60935,1692687
3198,19576,84839
3199,14164,57134
3200,840,488
3201,8065,36797
3202,458723,291263
3203,487297,20739
3204,10637,52358
3205,669671,1667260
3206,809717,114589
3207,289720,1358976
3208,4638,11090
3209,499701,26205
3210,129171,590421
3211,809140,3505167
3212,38780,23799
3213,9531,10586
3214,4478,7270
3215,157433,1154561
3216,157433,1290272
3217,21778,4275
3218,1024535,1450921
3219,483906,71329
3220,912,13563
3221,429351,1719601
3222,8055,468
3223,335778,8300
3224,9476,4723
3225,953300,933276
3226,1691,16847
3227,11287,14911
3228,417644,51298
3229,1122959,1867168
3230,378236,89112
3231,37910,74091
3232,678580,1703328
3233,154400,236859
3234,770156,222497
3235,14405,1215
3236,433808,141962
3237,445571,52935
3238,445571,1236679
3239,1120887,4050881
3240,82700,11614
3241,25237,93406
3242,1116557,3650049
3243,889741,1108168
3244,1900,1884
3245,965143,1140790
3246,602147,1585062
3247,723419,54040
3248,24122,86203
3249,15739,6593
3250,690957,237051
3251,772973,2883290
3252,775996,29605
3253,346,5026
3254,179923,590923
3255,702936,138557
3256,483980,38692
3257,45233,45672
3258,58428,101542
3259,9495,21085
3260,855262,2671481
3261,855262,2671482
3262,570670,2128
3263,284276,84061
3264,856,24
3265,609242,567536
3266,20760,89112
3267,20760,111448
3268,1081313,972354
3269,1122976,3934793
3270,1122976,4052439
3271,37710,8193
3272,8009,52968
3273,611698,1362555
3274,957216,565392
3275,957216,1044943
3276,957216,2397118
3277,957216,2455200
3278,957216,2688862
3279,957216,2692440
3280,844398,88084
3281,431580,7881
3282,11631,71068
3283,409582,64163
3284,642271,77853
3285,10014,62020
3286,381890,57607
3287,2034,20907
3288,18198,92125
3289,859860,64278
3290,235260,235820
3291,9471,36425
3292,7978,4945
3293,940609,3433074
3294,575088,1311031
3295,470878,844266
3296,470878,909318
3297,8373,865
3298,852370,2287234
3299,1078862,220956
3300,1120895,1316127
3301,1120895,2755590
3302,89636,1284691
3303,28580,3146
3304,681,9915
3305,13761,69416
3306,13761,1033844
3307,293,4135
3308,1121051,2728711
3309,1120881,2205815
3310,9377,11505
3311,1121048,3228977
3312,590995,82885
3313,42501,15389
3314,298223,1043155
3315,594328,1967383
3316,9762,29214
3317,270497,233355
3318,740658,1720838
3319,9802,865
3320,694943,1766705
3321,67120,548329
3322,691683,1236788
3323,238615,56512
3324,239,3146
3325,96721,6159
3326,41233,54507
3327,503,5231
3328,16219,63943
3329,990365,1084905
3330,10559,17812
3331,877,11435
3332,14624,87178
3333,40662,124279
3334,9603,57434
3335,8469,4610
3336,11453,69498
3337,326359,15774
3338,326359,1120694
3339,10327,76247
3340,1120897,3037899
3341,280217,64151
3342,1120880,2703634
3343,1120391,4038001
3344,697251,2615301
3345,1120919,1245458
3346,16577,33183
3347,1122178,4044935
3348,44728,67925
3349,678287,87130
3350,808023,233360
3351,22804,2150
3352,11886,57314
3353,9257,47640
3354,881,3026
3355,188813,228591
3356,700,10179
3357,10228,65429
3358,523936,1223236
3359,1114492,3557133
3360,682908,1769763
3361,298404,1042722
3362,183026,1041223
3363,800937,1223146
3364,541134,141883
3365,11968,57082
3366,201,2523
3367,664236,197
3368,297090,1206861
3369,723347,6731
3370,723347,42095
3371,8077,7467
3372,323939,1596862
3373,414,5572
3374,37834,366
3375,441282,1266884
3376,9610,2087
3377,8536,10586
3378,623135,583166
3379,18925,78040
3380,576784,587509
3381,508965,124749
3382,8337,11770
3383,1061671,1156075
3384,171274,4762
3385,115,1223
3386,115,1224
3387,46853,28136
3388,37136,12987
3389,957,14639
3390,1578,1032
3391,610892,1661032
3392,103663,4453
3393,9804,8300
3394,11104,12453
3395,774021,82194
3396,1255,21684
3397,62213,510
3398,14849,18356
3399,17431,81850
3400,9992,59
3401,16353,57207
3402,16353,57274
3403,98567,18897
3404,617708,1416379
3405,13688,57607
3406,80295,125090
3407,614295,2294766
3408,14069,81718
3409,1052865,235432
3410,950141,59412
3411,87502,24
3412,1117983,2833377
3413,353491,74752
3414,10802,10491
3415,11253,10828
3416,9645,57521
3417,885110,1668693
3418,639798,1485396
3419,243683,1278722
3420,787752,1675644
3421,38322,61175
3422,51540,71600
3423,1000058,73654
3424,745881,81251
3425,1738,7256
3426,16270,122583
3427,28874,81718
3428,766907,2613318
3429,1078727,3361777
3430,8204,54050
3431,196,24
3432,419478,932088
3433,928999,64278
3434,9038,7395
3435,9038,7396
3436,426543,4945
3437,426543,5306
3438,2108,11505
3439,455207,54507
3440,109414,19274
3441,109414,54734
3442,1491,17329
3443,9035,15218
3444,342470,932759
3445,747188,5655
3446,203801,956
3447,12133,55710
3448,53064,1107765
3449,986594,1162244
3450,71668,62797
3451,10281,64722
3452,55,223
3453,8856,16513
3454,365222,63571
3455,8413,4014
3456,808087,221944
3457,2057,21136
3458,114150,168667
3459,39514,57270
3460,54523,53657
3461,218043,15358
3462,559581,1163460
3463,310307,54040
3464,11636,70109
3465,416194,7746
3466,296065,111059
3467,286687,1352934
3468,714869,225142
3469,375366,1231927
3470,284674,1351814
3471,740925,1376224
3472,629028,2405028
3473,2133,5231
3474,210860,508
3475,296524,36602
3476,75948,67259
3477,758902,237193
3478,666243,3158694
3479,758330,1057496
3480,1061945,3832825
3481,793602,2507991
3482,738652,40223
3483,616651,17867
3484,592508,86783
3485,58857,17282
3486,116745,7399
3487,289,4109
3488,9823,26714
3489,49021,141688
3490,1115341,1029285
3491,1115341,2346225
3492,20533,8029
3493,1116553,1278947
3494,546726,2108076
3495,334533,11154
3496,10925,5045
3497,1120917,2089541
3498,3558,366
3499,187,2294
3500,187,138
3501,187,2293
3502,1122174,1178569
3503,13205,15778
3504,843267,1050995
3505,82703,18898
3506,1117865,4027937
3507,341013,40684
3508,944473,1268392
3509,1585,2662
3510,9793,58260
3511,441130,96676
3512,441130,1782644
3513,44571,64901
3514,522212,1144604
3515,10201,59026
3516,6499,50099
3517,6499,52044
3518,675319,2119504
3519,22970,47506
3520,258509,68573
3521,77174,58897
3522,77174,154705
3523,1041898,1495470
3524,549435,1026383
3525,34067,65429
3526,544,7395
3527,544,7396
3528,244,3238
3529,244,3239
3530,46529,40256
3531,644100,167640
3532,10974,18897
3533,10974,26724
3534,685833,1908510
3535,14537,76978
3536,11699,6818
3537,587727,2263931
3538,339692,76422
3539,43959,129952
3540,48138,59521
3541,1957,10781
3542,599975,1346242
3543,6003,24657
3544,17609,42
3545,75629,77921
3546,9475,769
3547,480881,51965
3548,337170,11694
3549,862855,2409117
3550,395990,16847
3551,1022924,586012
3552,10718,66823
3553,9362,33485
3554,220289,146439
3555,74513,572045
3556,829358,80012
3557,33273,74943
3558,78215,49555
3559,11411,64508
3560,81481,1294471
3561,13788,3893
3562,825997,74629
3563,770903,2665333
3564,174772,86255
3565,68728,7623
3566,9539,59611
3567,416494,932088
3568,531876,21526
3569,843,12453
3570,44729,81718
3571,20048,3045
3572,11811,70558
3573,818415,1491551
3574,454227,3055
3575,1857,19542
3576,10285,64743
3577,334543,1173102
3578,713607,2620983
3579,947,12238
3580,11978,66121
3581,9312,4014
3582,353616,1278722
3583,356305,17871
3584,711642,2513312
3585,119283,18596
3586,668,9868
3587,167032,65677
3588,504949,114334
3589,49049,43141
3590,9032,17494
3591,497582,173847
3592,137094,11181
3593,57212,488
3594,11838,20310
3595,19404,35771
3596,8488,17167
3597,763149,56151
3598,431530,52114
3599,431530,52115
3600,5252,42793
3601,141,1577
3602,445993,1088096
3603,249164,89814
3604,10068,7270
3605,509,7017
3606,45772,12079
3607,1093994,77295
3608,8645,11614
3609,462,1884
3610,532030,2071760
3611,542178,5655
3612,8328,54507
3613,835268,3109392
3614,807132,75725
3615,496331,87378
3616,9397,8858
3617,466420,1032
3618,332672,226608
3619,9482,33279
3620,9493,8858
3621,394326,1353740
3622,1452,9032
3623,433422,1869796
3624,11887,65310
3625,433498,141884
3626,1581,17698
3627,686,24
3628,820446,133502
3629,1636,1524
3630,531499,19769
3631,10022,20739
3632,12162,14392
3633,707,10179
3634,82693,17883
3635,8329,54525
3636,8329,54526
3637,5919,6778
3638,9392,57581
3639,606856,21673
3640,502581,1548846
3641,1116284,4022263
3642,652722,2472702
3643,136835,134156
3644,1018314,1708407
3645,6957,41039
3646,399019,1769
3647,730497,2710791
3648,2649,7467
3649,30943,140354
3650,22971,5306
3651,1685,18635
3652,774741,1219048
3653,762,280
3654,762,10707
3655,994143,3607164
3656,104578,228554
3657,11358,34453
3658,423502,1979671
3659,9477,20907
3660,332567,59521
3661,298,1884
3662,18126,36804
3663,1116572,2768359
3664,821881,930699
3665,799546,77964
3666,168903,45916
3667,895001,28233
3668,15157,66039
3669,71859,83287
3670,82654,56661
3671,1116584,4023746
3672,1116571,3295703
3673,1116548,3270403
3674,15137,77921
3675,1115710,1770947
3676,1115710,3750872
3677,2503,25598
3678,11011,18281
3679,57737,45927
3680,57737,80948
3681,1116575,2797862
3682,1116720,2077836
3683,1116709,2579900
3684,1116577,2066660
3685,379291,90367
3686,20504,11447
3687,20504,11448
3688,477489,227238
3689,1121090,2540397
3690,803700,239672
3691,803700,939150
3692,1121080,3086190
3693,1121066,4040885
3694,1121064,2108192
3695,1121055,3220334
3696,1116574,1986262
3697,1108769,3993946
3698,12536,64877
3699,11072,14639
3700,1116576,4023241
3701,681887,2613318
3702,1115677,2157494
3703,917719,3247295
3704,345911,1302082
3705,313369,136495
3706,10069,62768
3707,762433,39104
3708,136400,67813
3709,314,4586
3710,698,10076
3711,5689,8876
3712,952374,1114467
3713,952374,1722045
3714,550776,127611
3715,1010639,1073579
3716,748501,2797977
3717,803279,3371579
3718,37786,38023
3719,978261,3211586
3720,869399,1679853
3721,869399,2596472
3722,888195,1211636
3723,10065,62721
3724,10897,58448
3725,127533,1084905
3726,314242,219783
3727,21484,32082
3728,10521,17046
3729,192141,77147
3730,9799,18878
3731,553147,95101
3732,19918,3055
3733,1034662,1194113
3734,537061,1245726
3735,262504,57270
3736,153158,84714
3737,211672,8023
3738,211672,124747
3739,579047,1497967
3740,153,1769
3741,50087,65429
3742,637202,2160398
3743,9051,1927
3744,457915,114464
3745,43549,54869
3746,16320,12891
3747,533,7314
3748,533,7313
3749,380784,21904
3750,1696,16848
3751,40171,119337
3752,9513,49903
3753,1075604,1194420
3754,743439,1226715
3755,517814,53431
3756,591120,1879192
3757,511809,488
3758,261470,233948
3759,438478,146436
3760,8916,18863
3761,8916,52870
3762,301,11435
3763,37686,15344
3764,12448,69416
3765,9303,9339
3766,9303,9340
3767,572154,1145368
3768,2756,2710
3769,27,172
3770,71880,17494
3771,618326,2108378
3772,1081694,1979112
3773,1880,8328
3774,9906,60237
3775,10538,40230
3776,1095033,1492903
3777,40394,58021
3778,94329,142013
3779,287424,1354171
3780,817,6737
3781,522927,65594
3782,879444,1365391
3783,879444,1396620
3784,726739,129952
3785,11566,8858
3786,745376,2749934
3787,511652,1769763
3788,780382,49870
3789,256835,137262
3790,45682,134032
3791,45682,1329388
3792,5176,366
3793,834404,1903167
3794,9398,7399
3795,10529,65525
3796,12600,65429
3797,609681,1795072
3798,449562,91493
3799,19286,84981
3800,962192,1008379
3801,1064551,227162
3802,2043,7256
3803,426,2636
3804,9255,12936
3805,680041,2465196
3806,428707,1201162
3807,260535,88077
3808,568,6159
3809,346648,101666
3810,218836,210053
3811,300665,81044
3812,300665,81045
3813,720026,937788
3814,81796,936154
3815,81796,1311595
3816,127521,5917
3817,173129,1134753
3818,552862,146016
3819,862491,110691
3820,566451,1243953
3821,566451,1624751
3822,482706,1315177
3823,449176,88967
3824,10012,5140
3825,283566,77921
3826,9326,24
3827,437542,1702039
3828,76203,72757
3829,818,6737
3830,524071,1641916
3831,2312,23799
3832,262743,1014966
3833,3114,8500
3834,2667,26849
3835,2667,26850
3836,26973,15389
3837,2022,32593
3838,1903,11649
3839,19824,62658
3840,364111,1243962
3841,14207,56151
3842,9481,13015
3843,8619,2690
3844,424998,94471
3845,605116,142272
3846,605116,142276
3847,10202,20739
3848,437068,148747
3849,12207,26775
3850,284427,232959
3851,36888,125090
3852,290512,357
3853,122126,132177
3854,25468,15389
3855,14365,20640
3856,874355,2099632
3857,602302,1979003
3858,405882,73409
3859,79871,1069018
3860,587,510
3861,624963,56891
3862,15657,137903
3863,418827,1733272
3864,128883,1033006
3865,9457,7775
3866,36669,7256
3867,898308,1198257
3868,1391,11218
3869,121734,1074721
3870,981323,1924465
3871,21191,87257
3872,51482,1148353
3873,11299,56342
3874,76489,7395
3875,76489,7396
3876,45139,130093
3877,45139,159232
3878,491418,74619
3879,254904,21370
3880,192577,70100
3881,9593,1090
3882,653,9076
3883,592742,572028
3884,568467,192852
3885,660120,71609
3886,81672,592210
3887,7090,6345
3888,7090,51917
3889,6537,51894
3890,714888,84677
3891,11228,18878
3892,9772,5231
3893,13313,206719
3894,926916,2441790
3895,934957,2240093
3896,965606,42803
3897,463821,16847
3898,318846,55710
3899,600583,10757
3900,52001,1911436
3901,860306,1495470
3902,580175,4453
3903,664413,88253
3904,664413,1192152
3905,440617,1766723
3906,2675,11614
3907,15402,16378
3908,508935,131301
3909,852448,1262867
3910,10225,63550
3911,936,1927
3912,83542,1071
3913,83542,9339
3914,83542,9340
3915,6283,1704
3916,325133,52934
3917,588,8296
3918,890980,1051305
3919,319,893
3920,739542,1215646
3921,656663,56578
3922,87818,2171
3923,87818,7396
3924,87818,9281
3925,87818,15218
3926,87818,32593
3927,87818,11091
3928,87818,52112
3929,87818,141825
3930,87818,938681
3931,87818,938682
3932,87818,1272994
3933,87818,1579630
3934,2085,10765
3935,579,16187
3936,16962,80948
3937,13885,510
3938,700548,2093900
3939,323372,1422671
3940,11452,68573
3941,9431,10953
3942,39057,65429
3943,1018228,1275677
3944,9374,24
3945,49047,11218
3946,667,10076
3947,96,893
3948,10312,4499
3949,537996,1223
3950,537996,1224
3951,415283,1677286
3952,169934,929851
3953,329,488
3954,814800,1396430
3955,615165,1243962
3956,13223,190
3957,2268,3288
3958,80274,13079
3959,1541,578
3960,719256,844266
3961,719256,2346320
3962,8326,12989
3963,9788,3227
3964,275,1223
3965,19899,12708
3966,1073125,3151700
3967,282035,15345
3968,9334,26713
3969,38408,88967
3970,269955,1296327
3971,97370,66728
3972,15283,628
3973,9354,4945
3974,16000,18355
3975,994,7767
3976,460793,137194
3977,460793,137195
3978,506072,1305411
3979,506072,1305412
3980,37100,148097
3981,44725,84839
3982,758769,89824
3983,736073,2627293
3984,8965,56851
3985,8965,56852
3986,8965,139851
3987,474764,40509
3988,474764,1347619
3989,377897,92125
3990,14306,5065
3991,508,7018
3992,171424,16847
3993,256961,58375
3994,10779,108
3995,1087657,1733637
3996,1080943,35384
3997,1080943,2055232
3998,20222,590990
3999,245913,550045
4000,245913,550046
4001,1645,5572
4002,347126,937340
4003,728526,1698778
4004,19458,1213560
4005,438799,1299642
4006,11237,56998
4007,9947,12523
4008,752435,1445916
4009,277547,1331991
4010,772071,1703328
4011,460555,81220
4012,83389,1414
4013,2270,957
4014,718867,2691195
4015,5123,41285
4016,804435,21792
4017,333596,844266
4018,333596,909318
4019,52449,51851
4020,5924,13265
4021,514593,508
4022,552095,1226715
4023,552095,1242988
4024,16337,10051
4025,919689,1097187
4026,1029445,227100
4027,685090,2484593
4028,9655,58375
4029,508642,112018
4030,2502,25598
4031,24831,4600
4032,26502,18574
4033,17111,81251
4034,17111,81252
4035,3176,31074
4036,41283,66121
4037,10947,65310
4038,304613,1285985
4039,11635,57130
4040,709,10179
4041,1020696,27226
4042,455980,1341472
4043,10671,24939
4044,57201,1704
4045,82992,58189
4046,797394,1404563
4047,9728,58712
4048,871964,1673501
4049,399361,556172
4050,302666,1507476
4051,763025,203808
4052,7347,52576
4053,699,10179
4054,274167,74619
4055,405869,1119117
4056,307663,1024823
4057,915931,1051327
4058,329103,1552409
4059,168672,17883
4060,146216,15002
4061,23433,529079
4062,50348,144221
4063,10047,59
4064,6978,11770
4065,698779,2467484
4066,467938,1607016
4067,644,488
4068,792,1152
4069,597433,1318471
4070,47533,13581
4071,97938,125910
4072,17101,90048
4073,335360,1363226
4074,9705,58498
4075,9506,13426
4076,877221,2484593
4077,13680,58375
4078,689249,144278
4079,689249,2588099
4080,146,1614
4081,44730,225571
4082,627,2034
4083,804,10001
4084,13523,74619
4085,12096,17825
4086,610209,2023979
4087,42297,42745
4088,14564,94403
4089,571265,1373229
4090,503919,138781
4091,4327,36425
4092,9651,16187
4093,44826,1032
4094,8068,2294
4095,946030,1269332
4096,800497,1448874
4097,36419,129715
4098,721656,81597
4099,400650,17633
4100,26945,137703
4101,105965,107658
4102,9815,59521
4103,897424,1976838
4104,786300,1362823
4105,774301,1564188
4106,1970,20310
4107,582014,1252934
4108,133805,2836
4109,10184,29009
4110,391,4385
4111,11220,12453
4112,13394,62047
4113,2636,26648
4114,2288,5342
4115,912520,143595
4116,39538,1884
4117,1634,18254
4118,471506,17016
4119,660,9855
4120,14863,56353
4121,19840,10965
4122,1047622,93529
4123,235,3026
4124,50647,22214
4125,23023,15045
4126,455236,77295
4127,36630,64099
4128,1278,4956
4129,405873,60744
4130,9443,58220
4131,6171,8844
4132,402331,97555
4133,445651,142312
4134,445040,557383
4135,566466,1919984
4136,14282,56339
4137,988046,1410007
4138,29993,8636
4139,58233,56710
4140,11422,30422
4141,1587,5306
4142,11587,57922
4143,280391,2408
4144,463272,1220300
4145,11284,56891
4146,381719,82511
4147,39691,132876
4148,9462,19429
4149,13597,55983
4150,184,138
4151,74018,66039
4152,557635,929211
4153,2567,1032
4154,417830,33183
4155,658228,1908548
4156,1003596,1144604
4157,33,190
4158,205587,42994
4159,9408,12905
4160,9408,15774
4161,458423,17510
4162,431819,1728057
4163,152,1744
4164,48266,76910
4165,821489,1695624
4166,569109,1071557
4167,1574,17633
4168,290250,1108
4169,71,468
4170,596702,45989
4171,36218,65429
4172,37137,12987
4173,512196,54248
4174,691,10076
4175,604578,1295292
4176,9441,10965
4177,37211,117060
4178,97630,14392
4179,736074,2627293
4180,44048,893
4181,17903,1294627
4182,14873,142007
4183,951470,2259647
4184,36599,44130
4185,17979,24
4186,77988,582989
4187,1542,17403
