pk,movie_id,genre_id
538,1104191,27
539,760204,27
540,760204,28
541,298618,878
542,298618,28
543,298618,12
544,404250,35
545,404250,16
546,404250,12
547,404250,28
548,1093349,10751
549,1093349,16
550,740952,53
551,78428,27
552,118412,28
553,118412,12
554,118412,18
555,118412,14
556,118412,16
557,877269,16
558,877269,10751
559,877269,12
560,877269,878
561,245891,28
562,245891,53
563,792775,35
564,792775,28
565,792775,53
566,399566,28
567,399566,14
568,399566,878
569,993621,53
570,993621,9648
571,585083,16
572,585083,35
573,585083,10751
574,585083,14
575,585083,12
576,965839,28
577,337404,35
578,337404,80
579,566525,28
580,566525,12
581,566525,14
582,931954,18
583,931954,27
584,931954,53
585,830784,35
586,830784,10751
587,830784,10402
588,744276,10749
589,744276,18
590,105905,18
591,105905,10749
592,109428,27
593,1035806,28
594,1035806,80
595,1035806,53
596,580489,878
597,580489,28
598,580489,12
599,845659,18
600,845659,10749
601,845659,28
602,113082,28
603,113082,12
604,113082,14
605,113082,16
606,216015,18
607,216015,10749
608,216015,53
609,338958,35
610,338958,10751
611,338958,14
612,91314,878
613,91314,28
614,91314,12
615,370172,12
616,370172,28
617,370172,53
618,989473,9648
619,989473,53
620,801071,27
621,964913,18
622,10144,16
623,10144,10751
624,10144,14
625,728754,16
626,728754,10751
627,728754,878
628,112355,27
629,112355,18
630,112355,53
631,960258,27
632,960258,53
633,960258,28
634,960258,12
635,760104,27
636,760104,9648
637,760104,53
638,324786,18
639,324786,36
640,324786,10752
641,760741,53
642,760741,28
643,760741,27
644,760741,12
645,760741,18
646,106646,80
647,106646,18
648,106646,35
649,876797,18
650,876797,10749
651,1040603,99
652,290271,28
653,290271,16
654,290271,12
655,290271,35
656,290271,14
657,799379,28
658,799379,53
659,799379,12
660,799379,27
661,337167,18
662,337167,10749
663,406759,878
664,406759,12
665,406759,28
666,671,12
667,671,14
668,739405,28
669,739405,35
670,739405,12
671,45491,18
672,45491,12
673,45491,35
674,45491,10749
675,549294,878
676,549294,18
677,549294,53
678,549294,27
679,779782,14
680,782936,9648
681,782936,53
682,782936,27
683,829557,10749
684,829557,18
685,267805,28
686,267805,9648
687,267805,53
688,756999,27
689,756999,53
690,24428,878
691,24428,28
692,24428,12
693,767,12
694,767,14
695,619329,18
696,619329,28
697,585,16
698,585,35
699,585,10751
700,996727,28
701,996727,53
702,996727,9648
703,996727,80
704,996727,27
705,677118,18
706,752623,28
707,752623,12
708,752623,35
709,760161,27
710,760161,53
711,852046,18
712,579974,28
713,579974,18
714,946700,16
715,946700,12
716,946700,35
717,1058699,99
718,836225,27
719,238,18
720,238,80
721,580116,18
722,1001835,878
723,1001835,9648
724,1001835,53
725,458220,18
726,338953,14
727,338953,12
728,338953,10751
729,539681,16
730,539681,28
731,539681,10751
732,539681,35
733,539681,878
734,676701,16
735,676701,12
736,676701,10751
737,676701,35
738,676701,14
739,438631,878
740,438631,12
741,877703,28
742,877703,14
743,877703,10770
744,916605,53
745,916605,9648
746,508943,16
747,508943,35
748,508943,14
749,508943,12
750,508943,10751
751,524434,878
752,524434,28
753,524434,12
754,2062,16
755,2062,35
756,2062,10751
757,2062,14
758,697843,28
759,697843,53
760,143310,53
761,143310,18
762,751741,16
763,751741,35
764,751741,10751
765,751741,14
766,287590,28
767,287590,16
768,287590,14
769,131631,878
770,131631,12
771,131631,53
772,652574,10749
773,299534,12
774,299534,878
775,299534,28
776,615777,18
777,615777,35
778,813726,10749
779,813726,35
780,813726,12
781,610150,16
782,610150,878
783,610150,28
784,848058,27
785,848058,53
786,848058,18
787,38757,16
788,38757,10751
789,791373,28
790,791373,12
791,791373,14
792,791373,878
793,934131,18
794,934131,27
795,934131,9648
796,934131,53
797,672,12
798,672,14
799,87584,35
800,460465,28
801,460465,14
802,460465,12
803,1024546,28
804,1024546,80
805,1024546,53
806,8587,10751
807,8587,16
808,8587,18
809,324857,28
810,324857,12
811,324857,16
812,324857,878
813,14836,16
814,14836,10751
815,14836,14
816,526896,28
817,526896,878
818,526896,14
819,764,27
820,218746,35
821,218746,10749
822,862,16
823,862,12
824,862,10751
825,862,35
826,315635,28
827,315635,12
828,315635,878
829,315635,18
830,943221,27
831,924482,53
832,924482,12
833,436969,28
834,436969,35
835,436969,12
836,11688,12
837,11688,16
838,11688,35
839,11688,10751
840,11688,14
841,12445,14
842,12445,12
843,826753,27
844,826753,53
845,744,10749
846,744,18
847,744,28
848,661374,35
849,661374,80
850,661374,9648
851,354912,10751
852,354912,16
853,354912,14
854,354912,10402
855,354912,35
856,354912,12
857,12444,12
858,12444,14
859,1018403,10751
860,1018403,35
861,1018403,16
862,1018403,12
863,643215,35
864,643215,12
865,643215,10751
866,683328,28
867,683328,35
868,683328,80
869,1037858,16
870,1037858,35
871,1037858,10751
872,960704,28
873,960704,12
874,960704,14
875,235331,80
876,629176,28
877,629176,80
878,629176,14
879,629176,878
880,642885,14
881,642885,35
882,642885,10751
883,674,12
884,674,14
885,674,10751
886,790409,53
887,790409,27
888,545611,28
889,545611,12
890,545611,878
891,1865,12
892,1865,28
893,1865,14
894,673,12
895,673,14
896,1090328,35
897,1090328,28
898,405871,18
899,1013870,878
900,1013870,27
901,1013870,12
902,1013870,28
903,228150,10752
904,228150,18
905,228150,28
906,906221,35
907,906221,18
908,906221,10749
909,82386,16
910,82386,35
911,675054,27
912,675054,28
913,675054,35
914,293660,28
915,293660,12
916,293660,35
917,177572,12
918,177572,10751
919,177572,16
920,177572,28
921,177572,35
922,542196,10752
923,542196,28
924,476669,28
925,476669,12
926,476669,53
927,476669,10752
928,476669,9648
929,45288,16
930,45288,35
931,45288,18
932,45288,28
933,862965,80
934,862965,18
935,862965,53
936,718789,16
937,718789,28
938,718789,12
939,718789,10751
940,718789,878
941,372058,10749
942,372058,16
943,372058,18
944,198663,28
945,198663,9648
946,198663,878
947,198663,53
948,626735,18
949,626735,35
950,86331,18
951,86331,10749
952,1930,28
953,1930,12
954,1930,14
955,726759,53
956,726759,36
957,726759,18
958,597,18
959,597,10749
960,939210,10751
961,939210,12
962,939210,10402
963,939210,16
964,529203,16
965,529203,10751
966,529203,12
967,529203,14
968,529203,35
969,637649,28
970,637649,12
971,637649,80
972,637649,53
973,537915,10749
974,537915,18
975,102382,28
976,102382,12
977,102382,14
978,520763,878
979,520763,53
980,520763,27
981,303857,28
982,303857,16
983,303857,878
984,423108,27
985,423108,9648
986,423108,53
987,639933,28
988,639933,12
989,639933,14
990,150540,16
991,150540,10751
992,150540,12
993,150540,18
994,150540,35
995,1071806,18
996,1071806,53
997,545609,18
998,545609,28
999,545609,53
1000,1100962,35
1001,1100962,18
1002,459151,16
1003,459151,35
1004,459151,12
1005,459151,10751
1006,9607,12
1007,9607,14
1008,9607,35
1009,9607,10751
1010,9607,878
1011,675,12
1012,675,14
1013,675,9648
1014,526811,10749
1015,526811,18
1016,916386,18
1017,916386,36
1018,588228,28
1019,588228,878
1020,588228,12
1021,615173,28
1022,615173,9648
1023,615173,53
1024,615173,878
1025,615173,12
1026,99861,28
1027,99861,12
1028,99861,878
1029,335988,28
1030,335988,12
1031,335988,878
1032,278,18
1033,278,80
1034,28152,16
1035,28152,35
1036,28152,14
1037,774825,16
1038,774825,35
1039,774825,12
1040,774825,10751
1041,809,16
1042,809,10751
1043,809,35
1044,809,14
1045,809,12
1046,1097653,35
1047,1097653,18
1048,1047431,10751
1049,1047431,14
1050,4232,80
1051,4232,27
1052,4232,9648
1053,550988,35
1054,550988,12
1055,550988,878
1056,107406,18
1057,502242,10749
1058,534171,18
1059,534171,10749
1060,425,16
1061,425,35
1062,425,10751
1063,425,12
1064,624860,878
1065,624860,28
1066,624860,12
1067,801335,80
1068,801335,53
1069,801335,10770
1070,626872,28
1071,626872,18
1072,626872,9648
1073,626872,53
1074,10867,18
1075,400928,18
1076,400928,35
1077,20982,16
1078,20982,28
1079,20982,14
1080,22803,18
1081,22803,80
1082,22803,53
1083,1010818,16
1084,1010818,10751
1085,1010818,35
1086,1010818,878
1087,22,12
1088,22,14
1089,22,28
1090,518896,18
1091,518896,28
1092,518896,878
1093,818397,28
1094,818397,53
1095,818397,80
1096,460458,27
1097,460458,878
1098,460458,28
1099,50014,18
1100,810693,16
1101,810693,28
1102,810693,14
1103,480530,18
1104,66105,28
1105,66105,16
1106,66105,14
1107,982620,9648
1108,982620,53
1109,982620,27
1110,948276,28
1111,948276,80
1112,948276,53
1113,1003813,53
1114,1003813,10749
1115,880841,27
1116,880841,9648
1117,880841,53
1118,829280,12
1119,829280,9648
1120,829280,35
1121,829280,80
1122,725201,28
1123,725201,53
1124,901563,18
1125,705996,53
1126,705996,80
1127,705996,9648
1128,705996,18
1129,705996,10749
1130,744275,10749
1131,744275,18
1132,550,18
1133,550,53
1134,550,35
1135,83088,28
1136,83088,16
1137,83088,14
1138,791155,28
1139,791155,12
1140,791155,35
1141,791155,878
1142,791155,10751
1143,497698,28
1144,497698,12
1145,497698,878
1146,11,12
1147,11,28
1148,11,878
1149,788752,27
1150,788752,53
1151,788752,9648
1152,911583,53
1153,278924,28
1154,278924,80
1155,278924,53
1156,83090,28
1157,83090,16
1158,83090,14
1159,156022,53
1160,156022,28
1161,156022,80
1162,312221,18
1163,427641,28
1164,427641,12
1165,427641,878
1166,613504,10749
1167,613504,18
1168,383498,28
1169,383498,35
1170,383498,12
1171,155,18
1172,155,28
1173,155,80
1174,155,53
1175,296096,18
1176,296096,10749
1177,987750,16
1178,987750,10751
1179,979924,53
1180,945675,18
1181,45453,53
1182,45453,80
1183,39323,16
1184,39323,28
1185,39323,878
1186,39323,18
1187,39323,14
1188,39254,28
1189,39254,878
1190,39254,18
1191,34433,16
1192,34433,878
1193,34433,28
1194,1113013,99
1195,74887,18
1196,74887,14
1197,74887,10749
1198,74887,35
1199,557,14
1200,557,28
1201,129,16
1202,129,10751
1203,129,14
1204,39108,16
1205,39108,28
1206,39108,878
1207,10138,12
1208,10138,28
1209,10138,878
1210,10198,10749
1211,10198,10751
1212,10198,16
1213,919355,14
1214,919355,12
1215,919355,28
1216,9502,28
1217,9502,12
1218,9502,16
1219,9502,10751
1220,9502,35
1221,333339,878
1222,333339,12
1223,333339,28
1224,840789,18
1225,509080,16
1226,509080,10751
1227,509080,878
1228,10195,12
1229,10195,14
1230,10195,28
1231,420818,12
1232,420818,18
1233,420818,10751
1234,420818,16
1235,11224,10751
1236,11224,14
1237,11224,16
1238,11224,10749
1239,957752,35
1240,934641,53
1241,934641,80
1242,899294,53
1243,899294,27
1244,899294,80
1245,855440,28
1246,855440,12
1247,855440,53
1248,773867,28
1249,773867,80
1250,773867,35
1251,773867,12
1252,988078,10749
1253,988078,18
1254,122917,28
1255,122917,12
1256,122917,14
1257,10674,16
1258,10674,10751
1259,10674,12
1260,767401,35
1261,284053,28
1262,284053,12
1263,284053,14
1264,284053,878
1265,284053,35
1266,425909,14
1267,425909,35
1268,425909,12
1269,585245,10751
1270,585245,12
1271,585245,35
1272,585245,14
1273,348893,28
1274,348893,18
1275,755812,16
1276,755812,10770
1277,755812,14
1278,755812,28
1279,8966,14
1280,8966,18
1281,8966,10749
1282,254128,28
1283,254128,18
1284,254128,53
1285,1579,28
1286,1579,18
1287,1579,36
1288,818647,18
1289,818647,10749
1290,829799,28
1291,829799,80
1292,829799,53
1293,919570,18
1294,1119744,18
1295,260514,16
1296,260514,12
1297,260514,35
1298,260514,10751
1299,27205,28
1300,27205,878
1301,27205,12
1302,7445,18
1303,7445,53
1304,7445,10752
1305,207703,80
1306,207703,35
1307,207703,28
1308,207703,12
1309,9769,18
1310,648579,28
1311,648579,35
1312,648579,80
1313,1008640,18
1314,1008640,80
1315,373571,878
1316,373571,28
1317,1010821,16
1318,1010821,10751
1319,1010821,35
1320,1010821,878
1321,497,14
1322,497,18
1323,497,80
1324,87101,878
1325,87101,28
1326,87101,53
1327,87101,12
1328,429617,28
1329,429617,12
1330,429617,878
1331,9288,28
1332,9288,12
1333,9288,14
1334,9288,10770
1335,166428,16
1336,166428,10751
1337,166428,12
1338,479197,10402
1339,479197,99
1340,118,12
1341,118,35
1342,118,10751
1343,118,14
1344,800301,10749
1345,800301,35
1346,138843,27
1347,138843,53
1348,497828,35
1349,497828,18
1350,800345,28
1351,800345,53
1352,271110,12
1353,271110,28
1354,271110,878
1355,285,12
1356,285,14
1357,285,28
1358,523931,28
1359,523931,878
1360,523931,27
1361,523931,10770
1362,61979,10749
1363,61979,18
1364,527774,16
1365,527774,10751
1366,527774,14
1367,527774,28
1368,527774,12
1369,106909,35
1370,72190,28
1371,72190,18
1372,72190,27
1373,72190,878
1374,72190,53
1375,899579,27
1376,899579,9648
1377,899579,53
1378,12,16
1379,12,10751
1380,1024530,27
1381,629542,16
1382,629542,28
1383,629542,12
1384,629542,80
1385,629542,35
1386,629542,10751
1387,109445,16
1388,109445,10751
1389,109445,12
1390,109445,14
1391,98008,18
1392,98008,35
1393,900667,16
1394,900667,12
1395,900667,28
1396,900667,14
1397,109418,35
1398,829503,18
1399,1607,18
1400,1607,80
1401,512195,28
1402,512195,35
1403,512195,80
1404,512195,53
1405,343668,28
1406,343668,12
1407,343668,35
1408,37024,16
1409,37024,35
1410,37024,28
1411,37024,10749
1412,451048,28
1413,451048,12
1414,451048,14
1415,1049233,28
1416,1049233,80
1417,98566,878
1418,98566,28
1419,98566,12
1420,98566,35
1421,37021,28
1422,37021,35
1423,37021,16
1424,536437,80
1425,536437,9648
1426,536437,53
1427,800787,35
1428,800787,18
1429,339846,35
1430,339846,28
1431,339846,80
1432,1025169,99
1433,490132,18
1434,490132,35
1435,592695,18
1436,410119,18
1437,410119,14
1438,410119,10749
1439,126963,16
1440,126963,28
1441,126963,878
1442,961484,28
1443,961484,53
1444,879538,53
1445,287947,28
1446,287947,35
1447,287947,14
1448,407439,18
1449,407439,36
1450,994751,18
1451,994751,35
1452,994751,14
1453,150689,10749
1454,150689,14
1455,150689,10751
1456,150689,18
1457,390845,10749
1458,946740,35
1459,946740,10751
1460,863,16
1461,863,35
1462,863,10751
1463,101299,12
1464,101299,28
1465,101299,878
1466,4935,14
1467,4935,16
1468,4935,12
1469,14160,16
1470,14160,35
1471,14160,10751
1472,14160,12
1473,746524,53
1474,746524,27
1475,464052,28
1476,464052,12
1477,464052,14
1478,675445,16
1479,675445,10751
1480,675445,12
1481,675445,35
1482,379686,10751
1483,379686,16
1484,379686,35
1485,379686,878
1486,1726,28
1487,1726,878
1488,1726,12
1489,330457,10751
1490,330457,16
1491,330457,12
1492,330457,35
1493,330457,14
1494,593643,27
1495,593643,53
1496,593643,35
1497,860623,28
1498,860623,53
1499,1019345,10770
1500,1019345,80
1501,1019345,9648
1502,271954,18
1503,271954,10749
1504,185664,18
1505,297802,28
1506,297802,12
1507,297802,14
1508,829165,35
1509,616820,27
1510,616820,53
1511,454626,28
1512,454626,878
1513,454626,35
1514,454626,10751
1515,83091,28
1516,83091,16
1517,83091,14
1518,429473,28
1519,429473,53
1520,452251,10749
1521,452251,18
1522,928773,27
1523,928773,53
1524,38365,35
1525,689948,18
1526,689948,10749
1527,928123,10752
1528,928123,36
1529,928123,28
1530,928123,18
1531,637920,18
1532,830788,27
1533,830788,53
1534,9820,35
1535,9820,10751
1536,338947,27
1537,338947,9648
1538,58,12
1539,58,14
1540,58,28
1541,11849,18
1542,11849,12
1543,11849,14
1544,615457,28
1545,615457,80
1546,615457,53
1547,717930,28
1548,717930,53
1549,560057,16
1550,560057,12
1551,560057,10751
1552,560057,14
1553,345887,28
1554,345887,53
1555,345887,80
1556,581528,80
1557,581528,28
1558,581528,12
1559,47971,28
1560,47971,12
1561,47971,80
1562,532639,14
1563,532639,12
1564,532639,10751
1565,559682,18
1566,559682,10749
1567,39106,16
1568,39106,28
1569,39106,878
1570,762504,27
1571,762504,9648
1572,762504,878
1573,522402,878
1574,522402,18
1575,522402,12
1576,10192,35
1577,10192,12
1578,10192,14
1579,10192,16
1580,10192,10751
1581,68726,28
1582,68726,878
1583,68726,12
1584,917300,53
1585,917300,80
1586,269149,16
1587,269149,12
1588,269149,10751
1589,269149,35
1590,668461,10751
1591,668461,14
1592,120,12
1593,120,14
1594,120,28
1595,39107,16
1596,39107,28
1597,39107,14
1598,39107,878
1599,50253,16
1600,50253,14
1601,197640,35
1602,726684,16
1603,726684,14
1604,726684,28
1605,726684,10770
1606,960700,14
1607,960700,28
1608,960700,12
1609,640,18
1610,640,80
1611,284052,28
1612,284052,12
1613,284052,14
1614,615,18
1615,214756,35
1616,214756,14
1617,892535,35
1618,18785,35
1619,892048,35
1620,892048,80
1621,680,53
1622,680,80
1623,880956,18
1624,75780,80
1625,75780,18
1626,75780,53
1627,75780,28
1628,508442,16
1629,508442,10751
1630,508442,35
1631,508442,14
1632,508442,18
1633,335795,10751
1634,335795,14
1635,335795,35
1636,335795,12
1637,335795,10402
1638,335795,10770
1639,475557,80
1640,475557,53
1641,475557,18
1642,985103,16
1643,985103,12
1644,985103,10751
1645,985103,28
1646,985103,35
1647,985103,878
1648,1015724,12
1649,1015724,9648
1650,1015724,35
1651,1015724,16
1652,1015724,10751
1653,274855,28
1654,274855,878
1655,274855,53
1656,381284,18
1657,381284,36
1658,341174,18
1659,341174,10749
1660,603,28
1661,603,878
1662,38234,28
1663,38234,53
1664,474350,27
1665,474350,14
1666,696806,12
1667,696806,878
1668,4247,35
1669,531219,12
1670,531219,14
1671,531219,35
1672,531219,10751
1673,531219,27
1674,270946,10751
1675,270946,16
1676,270946,12
1677,270946,35
1678,588108,28
1679,588108,36
1680,588108,18
1681,588108,10752
1682,844417,9648
1683,844417,53
1684,844417,80
1685,102899,878
1686,102899,28
1687,102899,12
1688,807356,9648
1689,807356,53
1690,807356,27
1691,897192,16
1692,897192,35
1693,897192,10751
1694,41446,27
1695,41446,9648
1696,511617,18
1697,221912,53
1698,1122493,35
1699,610253,27
1700,610253,53
1701,759175,14
1702,759175,28
1703,408,14
1704,408,16
1705,408,10751
1706,499338,10751
1707,499338,18
1708,884605,35
1709,884605,10749
1710,44251,16
1711,44251,28
1712,44251,878
1713,554596,35
1714,755566,28
1715,755566,14
1716,755566,27
1717,755566,35
1718,823625,28
1719,823625,53
1720,916719,28
1721,916719,53
1722,791333,35
1723,1047041,16
1724,1047041,28
1725,1047041,80
1726,1047041,9648
1727,140300,28
1728,140300,12
1729,140300,16
1730,140300,35
1731,140300,10751
1732,768744,16
1733,768744,28
1734,768744,12
1735,768744,878
1736,872177,28
1737,872177,878
1738,872177,53
1739,49013,16
1740,49013,10751
1741,49013,12
1742,49013,35
1743,857,18
1744,857,36
1745,857,10752
1746,758336,10749
1747,758336,18
1748,758336,35
1749,856245,9648
1750,856245,14
1751,856245,53
1752,1038130,18
1753,564,12
1754,564,28
1755,564,14
1756,958196,18
1757,958196,53
1758,938008,28
1759,938008,80
1760,938008,53
1761,559,14
1762,559,28
1763,559,12
1764,329505,18
1765,329505,35
1766,639721,16
1767,639721,12
1768,639721,35
1769,639721,10751
1770,639721,14
1771,639721,27
1772,52629,18
1773,52629,80
1774,52629,35
1775,1068141,28
1776,1068141,12
1777,1068141,878
1778,1068141,10751
1779,249070,28
1780,249070,80
1781,249070,53
1782,62177,16
1783,62177,12
1784,62177,35
1785,62177,10751
1786,62177,28
1787,62177,14
1788,3933,10749
1789,3933,14
1790,3933,16
1791,601796,878
1792,601796,28
1793,601796,14
1794,601796,12
1795,496243,35
1796,496243,53
1797,496243,18
1798,10020,10749
1799,10020,10751
1800,10020,16
1801,10020,14
1802,54989,18
1803,54989,36
1804,299537,28
1805,299537,12
1806,299537,878
1807,1015963,28
1808,1015963,53
1809,1015963,80
1810,1015963,35
1811,49444,16
1812,49444,10751
1813,27582,28
1814,27582,53
1815,27582,80
1816,280,28
1817,280,53
1818,280,878
1819,166426,12
1820,166426,28
1821,166426,14
1822,209112,28
1823,209112,12
1824,209112,14
1825,105864,12
1826,105864,16
1827,105864,10751
1828,9552,27
1829,75338,27
1830,75338,53
1831,244786,18
