id,name
6956,treasure hunt
12995,historical fiction
14765,church
41586,archaeologist
185343,based on myths legends or folklore
196684,revolutionary war
226774,father son conflict
240119,father son relationship
245209,decipher
301364,george washington
308477,archaeology
309007,declaration of independence
309008,secret history
309009,relic hunter
309010,hidden clues
309011,thomas jefferson
309012,benjamin franklin
309013,arctic circle
769,falsely accused
894,depression
1517,classroom
4412,grandfather
156455,unhappiness
156456,animal abuse
334,flying
2343,magic
3205,fairy tale
4332,peter pan
5938,mermaid
12988,pirate
170362,fantasy world
378,prison
3398,release from prison
9748,revenge
15363,bank robbery
155291,cowboy
155573,wild west
166552,quick draw
188924,outlaw gang
207928,19th century
9663,sequel
10229,singer
33928,audition
155939,group of friends
179431,duringcreditsstinger
186120,singing competition
187056,woman director
209838,acapella
317975,music movie
4833,royal family
7453,canary
9920,royalty
188748,talking cat
223524,canary islands
11857,mental institution
12565,psychological thriller
13005,doctor
18409,mental patient
156866,based on short story
160174,mental asylum
161698,doctor patient relationship
207928,19th century
392,england
782,assassin
2708,hitman
3088,bodyguard
6148,court
9935,travel
10562,on the run
15009,criminal
15127,killer
33519,courtroom
165301,opposites attract
167541,buddy comedy
193415,testify
83,saving the world
483,riddle
1294,whip
1454,treasure
1547,mexico city mexico
2650,leather jacket
4276,machinegun
5566,maya civilization
5967,peru
6956,treasure hunt
9830,nuclear explosion
9951,alien
18524,refrigerator
41586,archaeologist
175428,adventurer
177163,area 51
184134,archeology
208611,1950s
240119,father son relationship
5565,biography
6075,sports
833,the white house
1459,marriage proposal
7312,road trip
9663,sequel
10292,gore
10349,survival
11931,spoof
12377,zombie
163795,recreational vehicle
179430,aftercreditsstinger
209122,graceland
235380,minivan
299335,christmas present
380,sibling relationship
697,loss of loved one
3692,scandal
4115,longing
6083,politician
8034,in flagranti
9016,femme fatale
34094,extramarital affair
180340,voyeur
240119,father son relationship
305,moon
2343,magic
9717,based on comic
15073,blue
15074,vortex
15076,cat and mouse
179431,duringcreditsstinger
209220,live action and animation
2106,cold war
2672,baltimore usa
3205,fairy tale
6086,government
6152,supernatural
10124,laboratory
13014,orphan
14558,bathtub
14760,scientist
156597,magic realism
156702,capture
188953,sign languages
208992,1960s
241941,fishman
241942,amphibious creature
977,cat
2282,love of animals
9872,grief
10683,coming of age
158395,animal lover
210024,anime
255614,cat owner
257319,domestic cat
258023,animal story
818,based on novel or book
3347,volcano
5746,iceland
10506,prehistoric
12616,dinosaur
166958,prehistoric creature
4147,robin hood
4393,archer
10466,knight
11525,sherwood forest
12995,historical fiction
18101,bow and arrow
41406,middle ages
161257,medieval
186686,king of england
220707,12th century
6075,sports
6496,basketball
6513,cartoon
9951,alien
12995,historical fiction
13005,doctor
15284,cartoon cat
176746,basketball team
177216,referee
177227,cartoon chicken
177232,cartoon skunk
209220,live action and animation
304584,space jam
310062,actor playing themself
13015,terrorism
2988,shark attack
292623,bullshark
738,sexuality
2426,group sex
190370,erotic movie
916,marseille france
6149,police
2343,magic
3205,fairy tale
3289,villain
4344,musical
11870,teen movie
409,africa
720,helicopter
2521,congo
10787,jungle
12616,dinosaur
14760,scientist
162342,discovery
163053,found footage
90,paris france
3822,teleportation
4368,nuclear power plant
4379,time travel
4458,post-apocalyptic future
4776,race against time
10150,end of the world
12332,apocalypse
15285,spin off
164889,eiffel tower paris
200513,time police
204146,nuclear catastrophe
239125,based on web series
269769,based on tv series
242,new york city
579,american football
3298,hallucination
5248,female friendship
8224,cannabis
9609,houston
9672,based on true story
155939,group of friends
157141,vanity project
167541,buddy comedy
192628,erotic novel
196322,ticket scalping
219984,female buddy
220363,chemotherapy
220529,super bowl
228785,cancer survivor
241293,elderly lady
253056,fanfic
254502,control room
311595,chicken wing
311667,cbd gummy
2652,nazi
2858,sacrifice
4130,adoptive father
4252,black magic
9717,based on comic
10028,steampunk
11627,paranormal phenomena
12208,narration from grave
12332,apocalypse
15001,demon
68646,supernatural creature
155689,monolith
156174,occult
160184,super strength
170652,father figure
174413,reanimated corpse
179431,duringcreditsstinger
223914,other dimension
291469,psychic powers
298499,pyrokinesis
818,based on novel or book
4333,theatre group
5922,north carolina
6270,high school
9840,romance
10163,cancer
10683,coming of age
10703,tragic love
165086,star crossed lovers
193400,teen drama
9675,prequel
9707,evil doll
10603,killer doll
13153,spirit
15001,demon
15285,spin off
33630,doll
161261,demonic possession
162846,ghost
180691,killer toys
187065,toy comes to life
521,washington dc usa
818,based on novel or book
830,car race
5484,reincarnation
6054,friendship
6075,sports
10039,racing
15162,dog
18165,animal
179574,race car driver
208152,pets
240303,father daughter relationship
258733,animal narrator
563,deja vu
1453,amnesia
1668,hawaii
2336,ladykiller
2735,veterinarian
9799,romantic comedy
180557,short term memory loss
186,christianity
1157,husband wife relationship
1499,pastor
3739,funeral
5905,father
6149,police
6150,faith
6157,prayer
9872,grief
10235,family relationships
10726,gang
14765,church
15090,police officer
161944,responsibility
162225,fatherhood
164881,death of daughter
195541,integrity
225304,resolution
240303,father daughter relationship
253411,death of a child
253695,christian film
258703,christian
839,planet mars
2217,rain
11321,animated scene
18185,bike
209220,live action and animation
470,spy
949,terrorist
1196,florida
1419,gun
1930,kidnapping
2284,horseback riding
3546,florida keys
4289,secret agent
161520,terrorist plot
167444,top secret
167466,mushroom cloud
167467,jackhammer
206958,special agent
217421,key west
242,new york city
351,poison
2011,queen
2343,magic
3071,prince
3205,fairy tale
4344,musical
7376,princess
7939,portal
11322,female protagonist
168346,manhattan new york city
169343,evil queen
170362,fantasy world
177901,evil witch
188993,true love
193521,part animation
209220,live action and animation
227565,central park new york city
549,prostitute
592,capitalism
840,usa president
1395,arena
1705,congress
1706,experiment
2964,future
6092,army
6241,stupidity
6567,hibernation
7151,junk food
10123,dark comedy
11514,social satire
12400,brainwashing
18420,surveillance
33451,masturbation
33483,u.s. congress
164124,mass media
179430,aftercreditsstinger
201069,commercialism
264597,anti-intellectualism
5484,reincarnation
9663,sequel
9825,growing up
15162,dog
182204,animal shelter
208152,pets
232789,purpose of life
798,sheriff
4147,robin hood
4393,archer
9727,thief
10028,steampunk
10587,nottingham
11525,sherwood forest
41406,middle ages
161257,medieval
217631,hoodie
970,parent child relationship
1890,camping
2796,self-discovery
3593,wilderness
5565,biography
7312,road trip
9672,based on true story
9880,alaska
189092,journey
380,sibling relationship
616,witch
2343,magic
2389,virgin
3335,halloween
6506,resurrection
10327,undead
14752,potion
33795,salem massachusetts
180193,trick or treating
180194,spellcasting
188748,talking cat
244663,time skip
244896,grimoire
818,based on novel or book
1643,deaf
4458,post-apocalyptic future
10349,survival
13031,creature
162766,religious cult
188953,sign languages
206835,deadly creature
259791,creature attack
259792,trying to avoid making noise
90,paris france
582,san francisco california
818,based on novel or book
2411,new orleans louisiana
3133,vampire
3134,louisiana
3136,plantation
3143,pity
4197,bite
9668,child vampire
15032,gothic horror
160279,18th century
188959,plague
207928,19th century
266959,lgbt interest
269365,reluctant vampire
258,bomb
378,prison
1563,prisoner
1568,undercover
1666,mexican standoff
1812,fbi
1865,biological weapon
3868,face transplant
6259,psychopath
9748,revenge
9777,prison escape
9856,flashback
10291,organized crime
10614,tragedy
10950,shootout
12391,boat chase
12670,los angeles california
13005,doctor
18118,disguise
155244,vendetta
157959,surgery
170212,criminal gang
188134,golden gun
194942,archvillain
208708,bullet ballet
209784,archenemy
243959,brother brother relationship
244457,siblings
266543,maximum security prison
272551,fbi agent
4344,musical
187056,woman director
13209,cabin in the woods
157758,axe murder
161102,camp counselor
476,self-fulfilling prophecy
521,washington dc usa
818,based on novel or book
2964,future
3219,precognition
3249,hologram
4565,dystopia
9826,murder
10410,conspiracy
11148,police chase
161982,murder investigation
178657,tech noir
207268,neo-noir
213295,missing son
236189,future noir
244839,backyard surgery
244840,surveillance state
298603,2050s
818,based on novel or book
970,parent child relationship
1909,coffin
2551,pet
3289,villain
3739,funeral
6350,head injury
6506,resurrection
9720,woods
9872,grief
12377,zombie
18127,new neighbor
157488,pet cemetery
157490,dead cat
157492,death of patient
157495,loss of pet
157496,dead lover
162846,ghost
171247,grave robbing
173099,indian burial ground
187056,woman director
208152,pets
256183,supernatural horror
472,bathroom
587,amsterdam netherlands
1295,europe
1411,brothel
3540,bratislava slovakia
5891,backpacker
10292,gore
11249,blood bath
13006,torture
155955,business card
156149,doberman
157958,hostel
193698,torture porn
198438,elite club
591,cia
1157,husband wife relationship
2020,revolution
2562,press conference
5565,biography
34061,american abroad
185677,extraction
185684,iran hostage crisis
185692,intelligence agent
185702,langley virginia
208289,1980s
209817,political thriller
1157,husband wife relationship
6157,prayer
10235,family relationships
165450,closet
240303,father daughter relationship
253695,christian film
212,london england
392,england
470,spy
478,china
2051,intelligence
2534,missile
2954,manipulation of the media
3272,secret intelligence service
3531,special car
3587,media tycoon
3588,navy
14735,motorcycle
41249,secret service
164713,hamburg germany
818,based on novel or book
7376,princess
15126,historical
18447,japanese woman
179411,based on fairy tale
194938,japanese folklore
206071,bamboo
210024,anime
293198,fantasy
2149,drug trafficking
4565,dystopia
9714,remake
9715,superhero
14522,co-workers relationship
33637,super power
170212,criminal gang
187019,robot cop
226645,combat drone
240237,mother son relationship
268132,based on short film
818,based on novel or book
1228,1970s
5767,summer camp
10541,curse
40931,witchcraft
74,germany
441,assassination
1956,world war ii
2652,nazi
3530,prague czech republic
5565,biography
11322,female protagonist
161256,third reich (iii reich 1933-45)
226394,operation anthropoid
1442,winter
1589,sniper
1701,hero
1956,world war ii
4264,stalingrad
9672,based on true story
11489,nazi officer
14643,battle
33702,bombing
34079,death
207883,1940s
209473,soviet propaganda
264264,nikita khrushchev
242,new york city
295,library
2035,mythology
3090,loser
3092,slime
5801,nerd
6152,supernatural
6832,environmental protection agency
9410,hybrid
9712,possession
10224,haunting
11096,gatekeeper
11100,giant monster
11627,paranormal phenomena
12416,horror spoof
15043,paranormal investigation
33556,urban setting
33637,super power
33809,receptionist
161306,world trade center
162846,ghost
179431,duringcreditsstinger
288025,ghostbusters
242,new york city
818,based on novel or book
9826,murder
10391,mafia
11168,private investigator
14964,drugs
33457,alcoholic
167580,kingpin
199073,wife murder
210608,1990s
242,new york city
3203,pilot
3800,airplane
5340,investigation
5565,biography
9672,based on true story
9935,travel
10084,rescue
10168,aviation
10812,airplane accident
14641,based on memoir or autobiography
33536,hudson river
339,submarine
521,washington dc usa
1589,sniper
2314,pentagon
4410,u.s. navy
15218,special forces
166454,russian army
213970,naval base
217125,russian president
217133,post cold war
4344,musical
6270,high school
9951,alien
11710,high school graduation
12377,zombie
160515,alien contact
416,miami florida
529,ku klux klan
701,cuba
1568,undercover
1666,mexican standoff
1941,ecstasy
3149,gangster
3230,male friendship
7963,guantánamo
10089,slaughter
10950,shootout
12371,gunfight
14967,foot chase
15011,criminal underworld
15271,interrogation
18026,drug lord
18067,exploding house
155799,narcotics cop
156117,illegal drugs
156805,dea agent
167316,buddy cop
219404,action hero
226380,haitian gang
226381,minefield
2334,nightclub
9673,love
13059,prostitution
582,san francisco california
818,based on novel or book
2735,veterinarian
4809,tiger
15149,monkey
15162,dog
167625,talking to animals
187056,woman director
240119,father son relationship
240303,father daughter relationship
1956,world war ii
40931,witchcraft
285092,witches
155477,softcore
782,assassin
1994,wolf
5729,maryland
10185,covert operation
11134,espionage
15219,rooftop
18067,exploding house
18254,laptop
181620,tracking device
181623,fake id
181632,pharmaceutical lab
181635,government conspiracy
181641,manila philippines
181644,hunted
181648,false passport
181650,alberta canada
782,assassin
12366,hitwoman
181109,mother daughter estrangement
276,philadelphia pennsylvania
516,child abuse
697,loss of loved one
1335,sense of guilt
2246,confidence
2800,psychology
3737,dying and death
5809,marriage crisis
6155,afterlife
9457,single
11627,paranormal phenomena
12565,psychological thriller
13001,cowardliness
14768,single mother
15165,school play
162846,ghost
208349,child
210530,spiritism
256908,ghost child
822,airport
1594,ex-boyfriend
1595,ex-girlfriend
9799,romantic comedy
12392,best friend
13043,dating
15320,insecurity
40854,airport security
165301,opposites attract
167576,unlikely lovers
169152,twenty something
179431,duringcreditsstinger
193594,pittsburgh pennsylvania
199764,family disapproval
231653,party planner
266169,pittsburgh penguins
1812,fbi
9748,revenge
657,fire
720,helicopter
1671,surfboard
2546,mask
3376,satellite
3800,airplane
4375,transformation
5774,forest
6506,resurrection
9663,sequel
9715,superhero
9717,based on comic
9882,space
13027,wedding
14601,explosion
14760,scientist
15271,interrogation
33456,double cross
160117,fantastic four
162365,military
175975,earth in peril
179102,superhuman strength
179431,duringcreditsstinger
189115,invisibility
202541,silver surfer
222915,forcefield
227591,elasticity
616,witch
977,cat
15365,held captive
234125,child protagonist
280632,scary stories
1157,husband wife relationship
1541,nihilism
2016,vandalism
3030,nightmare
3036,bible
3725,pregnancy
4630,chaos
6095,house
6158,cult
9887,surrealism
13028,writer
18330,nature
34079,death
41410,madness
156104,stranger
202621,chaotic
212045,forbidden fruit
213784,mother nature
223198,uninvited guest
242,new york city
380,sibling relationship
818,based on novel or book
1700,massachusetts
9714,remake
10683,coming of age
15060,period drama
179585,american civil war
207317,christmas
207928,19th century
241738,sister sister relationship
247152,female writer
280940,sisters
2710,fairy
5938,mermaid
10542,based on toy
966,beach
3929,hope
4227,toronto canada
4438,cousin
4729,dublin ireland
9935,travel
12392,best friend
13072,falling in love
156478,boyfriend
170715,job promotion
180635,multiple perspectives
187677,medical school
213119,living with sibling
214794,papercut animation
221296,long term relationship
240485,brother sister relationship
241738,sister sister relationship
282551,college dropout
294481,animator
307766,crush on friend
311665,friend zone
9817,behind the scenes
50244,making of
378,prison
579,american football
1563,prisoner
1936,blackmail
5418,supervisor
6075,sports
9714,remake
168930,quarterback
596,adultery
7912,rugby
10337,cheat on husband
156331,lgbt athlete
158718,lgbt
258533,gay theme
264384,gay
339,submarine
1913,atlantic ocean
1956,world war ii
5300,allies
9672,based on true story
155499,convoy
160860,battleship
195862,naval warfare
244532,naval battleship
155477,softcore
378,prison
830,car race
9663,sequel
9666,street race
12347,infiltration
886,movie business
2956,vietnam
8201,satire
9755,parody
10787,jungle
162262,movie star
167475,southeast asia
167477,land mine
167486,shackles
179431,duringcreditsstinger
184816,blackface
224875,method acting
1812,fbi
4399,victim
4424,pain
4426,sadism
6186,games
6259,psychopath
11263,electric chair
13005,doctor
13006,torture
15090,police officer
50009,survival horror
157376,death match
184312,mind game
189421,female corpse
110,venice italy
212,london england
392,england
394,gypsy
441,assassination
470,spy
782,assassin
818,based on novel or book
3269,secret mission
3271,secret organization
3272,secret intelligence service
3278,kgb
3279,orient express
3281,zagreb
3282,gondola
3284,phantom
3289,villain
179431,duringcreditsstinger
886,movie business
1297,predator
1585,snake
1963,expedition
2763,human vs nature
5968,amazon rainforest
10787,jungle
13031,creature
33688,hunting
158233,anaconda
158241,killer snake
158244,riverboat
217120,amazon river
223059,animal horror
317578,killer expedition
317579,rainforest river
317580,river ravine
1568,undercover
1812,fbi
2006,extreme sports
4654,undercover agent
9714,remake
502,ambush
720,helicopter
736,journalist
818,based on novel or book
822,airport
4709,hand grenade
5572,fistfight
8015,cop
9663,sequel
10794,snow
10950,shootout
11720,officer involved shooting
12670,los angeles california
13015,terrorism
14601,explosion
14765,church
15246,sabotage
15248,commando
33553,walkie talkie
158770,air traffic control
207317,christmas
207771,snowmobile
219404,action hero
990,squirrel
2105,garden
2522,grizzly bear
2847,entrapment
2922,suburbian idyll
3700,garbage
5774,forest
6362,turtle
7949,racoon
14632,suburb
18165,animal
254,france
1400,swordplay
9725,sword fight
12995,historical fiction
14577,musketeer
157186,swashbuckler
165369,sailing ship
188294,damsel in distress
196513,king of france
207941,17th century
818,based on novel or book
1373,killer robot
4379,time travel
5704,giant lizard
6095,house
9882,space
9951,alien
10090,board game
14626,astronaut
156282,alternate reality
243959,brother brother relationship
6152,supernatural
9712,possession
15001,demon
161261,demonic possession
414,hunter
1551,indigenous
1808,lover (female)
1949,pyramid
2078,mammoth
2164,sapient
2802,mountain village
4428,stone age
6211,fighter
6854,primitive time
158017,saber-toothed tiger
178645,prehistoric adventure
212,london england
5154,fur
7024,fashion designer
8841,puppy
14814,fur coat
15101,based on children's book
15162,dog
158369,dalmatian
166726,female villain
208152,pets
245230,live action remake
5340,investigation
5962,pandora's box
12279,family drama
193282,dark secret
4344,musical
7376,princess
10542,based on toy
11322,female protagonist
177035,identity swap
1160,egypt
1200,greece
1585,snake
2906,nile
5049,ancient rome
6165,historical figure
6715,cleopatra
6917,epic
157894,ancient egypt
161168,library of alexandria
245317,alexandria egypt
287672,1st century bc
131,italy
966,beach
1755,fascism
2853,mediterranean
4375,transformation
10229,singer
33482,war hero
188747,air pirate
210024,anime
3679,society
6054,friendship
9673,love
9914,slice of life
210024,anime
232738,online relationship
238719,virtual world
274200,family ties
287664,idol
1768,san diego california
9951,alien
177163,area 51
177178,alien space craft
179431,duringcreditsstinger
208289,1980s
1157,husband wife relationship
1228,1970s
3262,surgeon
5565,biography
9672,based on true story
13005,doctor
18021,detroit michigan
155583,neurosurgeon
157959,surgery
192153,conjoined twins
208289,1980s
208759,pediatrician
208992,1960s
240237,mother son relationship
256015,african american
258786,medical
387,california
470,spy
534,mexico
970,parent child relationship
1701,hero
3271,secret organization
5809,marriage crisis
9715,superhero
9725,sword fight
10410,conspiracy
15160,divorce
157186,swashbuckler
179585,american civil war
232481,zorro
269233,good versus evil
407,dictator
604,dwarf
1395,arena
1965,sandstorm
3289,villain
4458,post-apocalyptic future
4565,dystopia
4717,camel
5657,australia
8440,ex-cop
8516,oasis
9663,sequel
10148,tribe
10689,wasteland
18034,desert
34117,cult film
175428,adventurer
194713,post nuclear
219404,action hero
269233,good versus evil
128,love triangle
931,jealousy
10968,lingerie
155477,softcore
190370,erotic movie
301766,porno
1448,distrust
2101,garage
3394,identity crisis
4379,time travel
5455,time machine
6009,mathematics
14779,paradox
162356,mechanical engineering
155477,softcore
4289,secret agent
4565,dystopia
9714,remake
156650,machine gun
174375,resistance fighter
187008,false memory
187019,robot cop
187020,suppression
187022,rebel hero
187023,safe deposit box
187024,british colonialism
187025,smog
187028,gatling gun
187033,center of the earth
187046,implanted memory
2123,father murder
6946,blonde
8664,superficiality
9749,beauty salon
9798,law school
9826,murder
158401,chihuahua
171176,girl power
186526,toy dog
231198,blonde stereotype
241991,proving oneself
272794,murder confession
155477,softcore
33649,legs
161693,soho london
161705,jacuzzi
207767,erotic thriller
1612,spacecraft
1436,inventor
5565,biography
9672,based on true story
214839,nikola tesla
244001,tesla coil
697,loss of loved one
744,madrid spain
828,waitress
1566,dream
2038,love of one's life
3725,pregnancy
5357,formentera
34094,extramarital affair
183886,illegitimate son
2398,narration
2736,fire engine
167316,buddy cop
167529,ceo
167538,zip line
167541,buddy comedy
167542,carjacking
179430,aftercreditsstinger
179431,duringcreditsstinger
184369,shot
1563,prisoner
3249,hologram
4323,hunting human beings
11181,decapitation
33688,hunting
167477,land mine
183559,decapitated head
244256,near future
285486,explosions
483,riddle
1316,captain
1454,treasure
1629,morocco
3423,liquor
6956,treasure hunt
9717,based on comic
10733,sunken treasure
11121,plot
12193,reporter
208611,1950s
596,adultery
818,based on novel or book
931,jealousy
1157,husband wife relationship
1326,infidelity
2355,american dream
3451,housewife
3658,career
5809,marriage crisis
6981,connecticut
10532,suburbia
11678,free spirit
156455,unhappiness
159700,getaway
183133,aspiring actor
208611,1950s
215257,unhappy marriage
224672,feeling trapped
230747,bleak
380,sibling relationship
779,martial arts
780,kung fu
797,showdown
1400,swordplay
1908,katana
2784,mother role
3927,rage and hate
5600,daughter
6145,right and justice
7002,vigilante
9457,single
9725,sword fight
9748,revenge
162388,retribution
179430,aftercreditsstinger
179431,duringcreditsstinger
290940,kill bill
2964,future
4565,dystopia
18712,based on graphic novel
33637,super power
212,london england
1571,return
3799,ship
5490,girlfriend
9345,rubin
1508,new mexico
14964,drugs
15484,meth lab
191005,albuquerque new mexico
239108,crystal meth
269769,based on tv series
281692,methamphetamine
596,adultery
970,parent child relationship
1599,midlife crisis
1862,coming out
2201,first time
2389,virgin
2918,estate agent
2920,cheerleader
3259,rose
8201,satire
9957,loneliness
10123,dark comedy
10532,suburbia
10683,coming of age
10776,marijuana
14720,love affair
33611,exercise
34094,extramarital affair
179173,quitting a job
229238,retired army man
239239,closeted homosexual
264384,gay
296608,teenager
90,paris france
212,london england
3271,secret organization
7041,sahara desert
9663,sequel
9717,based on comic
14522,co-workers relationship
14909,alien invasion
41523,brooklyn new york city
164889,eiffel tower paris
167316,buddy cop
197194,alien friendship
222719,weapons trafficking
257227,marrakesh morocco
188,buddhism
2857,elephant
5656,sydney australia
5657,australia
6211,fighter
8847,tempel
10726,gang
18165,animal
818,based on novel or book
1583,mass murder
4565,dystopia
14900,genocide
14909,alien invasion
179431,duringcreditsstinger
212760,interspecies romance
220392,alien parasites
246466,based on young adult novel
697,loss of loved one
818,based on novel or book
2805,rocky mountains
3623,cabin
10349,survival
10794,snow
207928,19th century
208692,mountain man
275983,fur trapper
286086,blackfoot
570,rape
818,based on novel or book
5988,mennonites
6150,faith
11001,religion
41153,meeting
179431,duringcreditsstinger
187056,woman director
190327,sexual assault
212643,abusive husband
3070,mercenary
5147,sorcery
9725,sword fight
13141,based on manga
15001,demon
478,china
779,martial arts
2343,magic
3149,gangster
10391,mafia
11032,defense
33699,policeman
184656,wuxia
207883,1940s
236316,anarchic comedy
249749,pretending to be gay
252546,canton
242,new york city
459,sexual obsession
1523,obsession
2587,married couple
2864,one-night stand
4481,deceived wife
5809,marriage crisis
6844,stalker
10333,stalking
10909,lawyer
18051,female stalker
34094,extramarital affair
159278,obsessive love
189145,executive
219833,married man
239376,psychotic obsessions
305942,obsessed with a man
305943,obsessive relationship
305944,every man's nightmare
1930,kidnapping
2321,bunker
2340,paranoia
9866,basement
10833,survivalist
12332,apocalypse
13063,car accident
15381,captive
703,detective
1157,husband wife relationship
1415,small town
1930,kidnapping
3874,twist
5340,investigation
5774,forest
9826,murder
10041,dysfunctional family
10714,serial killer
10941,disappearance
14903,home invasion
169962,search party
275311,plot twist
278837,phrogging
414,hunter
2341,nanny
4295,collector
6095,house
6152,supernatural
6154,hell
6464,uncle
9748,revenge
10909,lawyer
10911,inheritance
14742,psychic
14999,devil
18029,trapped
33618,machine
156075,evil
162846,ghost
188478,glass
90,paris france
107,barcelona spain
782,assassin
818,based on novel or book
1308,secret identity
1453,amnesia
1589,sniper
3022,passport
3045,mission of murder
4663,lovers
9856,flashback
10685,escape
10950,shootout
14967,foot chase
15156,cell phone
33507,multiple identities
159433,surveillance camera
164713,hamburg germany
174617,fishing boat
185702,langley virginia
187023,safe deposit box
188955,hand to hand combat
219404,action hero
290942,bourne
290943,jason bourne
233,japan
2367,rehabilitation
4379,time travel
9685,futuristic
210024,anime
238719,virtual world
779,martial arts
818,based on novel or book
195013,costume drama
1480,baseball
4098,civil rights
159290,sports documentary
161316,social documentary
1009,baby
11093,parenthood
162225,fatherhood
256356,social comedy
4809,tiger
242,new york city
779,martial arts
1384,diamond
1545,supermarket
2987,gang war
4640,disabled child
7002,vigilante
9748,revenge
10291,organized crime
10726,gang
11860,fish out of water
13027,wedding
33556,urban setting
156196,street life
161307,bronx new york city
179431,duringcreditsstinger
219404,action hero
1326,infidelity
3432,bangkok thailand
3800,airplane
9835,sexual fantasy
10505,promiscuity
11486,sexual arousal
155477,softcore
190370,erotic movie
1160,egypt
2343,magic
3998,palace
5049,ancient rome
5503,civil engineer
6715,cleopatra
14704,ancient world
15101,based on children's book
157894,ancient egypt
818,based on novel or book
10809,teenage girl
161261,demonic possession
208289,1980s
10542,based on toy
4379,time travel
5455,time machine
163053,found footage
782,assassin
818,based on novel or book
157799,older woman younger man relationship
168713,neo-western
241961,wildfire
732,coma
818,based on novel or book
894,depression
1196,florida
1718,dna
1824,self-destruction
1963,expedition
1992,professor
2766,mutation
3184,alligator
4375,transformation
4551,swamp
5404,meteor
6898,quarantine
8012,physicist
9410,hybrid
9872,grief
10163,cancer
11268,psychologist
11469,memory loss
14760,scientist
41603,paramedic
156091,missing person
161271,beast
161281,geologist
161294,biologist
161348,unusual phenomena
201137,compound
208364,missing husband
238997,fauna
242920,mysterious life form
243655,flora
240,underdog
830,car race
1566,dream
3428,speed
6525,fast
9713,friends
11477,anthropomorphism
33637,super power
167986,racer
289590,snail
970,parent child relationship
1299,monster
3030,nightmare
7288,sleeplessness
10041,dysfunctional family
10199,gay interest
14768,single mother
172291,grieving
187056,woman director
219801,death of spouse
222079,self delusion
222080,self created problems
224177,behavioral disorders
269775,adelaide australia
242,new york city
246,dancing
271,competition
733,dancer
1523,obsession
2340,paranoia
6255,insanity
10551,ballet
11322,female protagonist
12565,psychological thriller
34265,heartbreak
41329,mental illness
41410,madness
173646,swan lake
187256,ballerina
392,england
818,based on novel or book
2702,golf
3271,secret organization
3272,secret intelligence service
3275,nuclear radiation
3286,fort knox
3287,aston martin
3288,secret lab
3290,laser
3291,kentucky
3293,gas attack
3800,airplane
14555,mi6
156095,british secret service
179431,duringcreditsstinger
2041,island
4931,pig
9823,rivalry
11477,anthropomorphism
41645,based on video game
179431,duringcreditsstinger
199263,anger management
209266,animal kingdom
236,suicide
270,ocean
658,sea
1899,hunger
2580,shipwreck
3799,ship
4676,whale
9672,based on true story
9743,stranded
10349,survival
14895,cannibal
33829,whaling
34079,death
41393,new england
179578,lost at sea
187318,whaling ship
188266,starvation
207928,19th century
223211,whale oil
223212,nantucket
818,based on novel or book
1227,cemetery
1533,isolation
1674,stage
3036,bible
5086,telekinesis
9748,revenge
10048,unrequited love
10266,prom
10508,teacher
10809,teenage girl
10873,school
11001,religion
14624,cruelty
14837,rage
33740,humiliation
41380,crucifix
164346,praying
170356,outsider
173971,taunting
222314,abusive mother
226602,firestorm
295738,school bullying
818,based on novel or book
977,cat
5774,forest
15101,based on children's book
33873,little people
161750,dollhouse
210024,anime
10909,lawyer
157799,older woman younger man relationship
187056,woman director
207767,erotic thriller
282667,age-gap relationship
292860,stepmother stepson relationship
276,philadelphia pennsylvania
396,transporter
1721,fight
2038,love of one's life
2416,publicity
2792,boxer
2968,grave
3393,tombstone
4610,comeback
4613,training
5167,restaurant owner
5378,world champion
5379,challenger
5380,virtual fight
6066,defeat
6067,victory
10163,cancer
155464,over-the-hill fighter
209476,boxing
380,sibling relationship
387,california
703,detective
830,car race
915,car thief
1936,blackmail
5301,brother
9714,remake
10051,heist
10085,betrayal
10291,organized crime
10950,shootout
11148,police chase
14601,explosion
15100,lock pick
41158,stakeout
156117,illegal drugs
162842,stolen cars
219404,action hero
226581,ford mustang
227900,blacklight
5565,biography
5809,marriage crisis
7024,fashion designer
9826,murder
15479,fashion
222974,rich family
818,based on novel or book
1721,fight
3541,afghanistan
5565,biography
7955,taliban
10349,survival
11219,u.s. navy seal
162365,military
181325,dangerous mission
253373,soldiers
5625,relationship problems
237426,landlady tenant relationship
237447,manipulated woman
282667,age-gap relationship
282987,boss/employee relationship
380,sibling relationship
818,based on novel or book
977,cat
2161,mouse
2393,adoption
3149,gangster
6783,orphanage
7714,stepbrother
161306,world trade center
75,gunslinger
1981,colorado
9748,revenge
9826,murder
157213,death of mother
240303,father daughter relationship
286432,emotionlessness
292162,murdered wife
5600,daughter
5774,forest
5905,father
18330,nature
159075,miniature people
2064,overweight
3363,hypnosis
4539,overweight man
4951,rejection
8663,overweight woman
8664,superficiality
9974,obesity
10201,death of father
11612,hospital
13043,dating
13072,falling in love
156092,fat suit
173497,dance club
181052,helping children
203559,volunteering
203624,physical deformity
214664,beauty standards
234339,superficial
236374,attractiveness
245776,disabled person
264966,inner beauty
307754,peace corps
307756,beauty is in the eye of the beholder
307757,beauty is skin deep
4779,delinquent
6147,delinquency
6270,high school
14857,juvenile delinquent
180825,teenage gang
189964,high school rivalry
205586,group fight
210239,furyo
235790,japanese high school
247968,juvenile delinquency
